name,category,kind,cand_isin,isin_confident,ft_hist_url,ft_search_url,fundinfo_url,wallstreet_url,note,investing_status,investing_search,investing_search_url,investing_url,investing_note
FTGF GBL BRANDYWNE GLOBAL FIXED INCOME A USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=FTGF%20GBL%20BRANDYWNE%20GLOBAL%20FIXED%20INCOME%20A%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=FTGF%20GBL%20BRANDYWNE%20GLOBAL%20FIXED%20INCOME%20A%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=FTGF%20GBL%20BRANDYWNE%20GLOBAL%20FIXED%20INCOME%20A%20USD%20ACC%20USD,人工搜索确认份额/币种后下载,有,FTGF Brandywine Global Fixed Income,https://www.investing.com/search/?q=FTGF%20Brandywine%20Global%20Fixed%20Income,https://pt.investing.com/funds/fixed-income-fund-class-lm-ususd-ac-company-profile,LM Class US$ Acc=0P0000Z6UY、Premier=0P0000RWW1 已确认；选 A Class US$ Acc 下载
FTGF GBL W/A GLOBAL HIGH YIELD A USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=FTGF%20GBL%20W/A%20GLOBAL%20HIGH%20YIELD%20A%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=FTGF%20GBL%20W/A%20GLOBAL%20HIGH%20YIELD%20A%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=FTGF%20GBL%20W/A%20GLOBAL%20HIGH%20YIELD%20A%20USD%20ACC%20USD,人工搜索确认份额/币种后下载,无,,,,Western Asset Global High Yield UCITS 未找到（investing 只有美国封闭式 EHI 与 FTGF 美国高收益）
GLOBAL X FDS GBL X FTSE ARGENT USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=GLOBAL%20X%20FDS%20GBL%20X%20FTSE%20ARGENT%20USD%20USD,https://www.fundinfo.com/en/search?query=GLOBAL%20X%20FDS%20GBL%20X%20FTSE%20ARGENT%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=GLOBAL%20X%20FDS%20GBL%20X%20FTSE%20ARGENT%20USD%20USD,人工搜索确认份额/币种后下载,有,Global X FTSE Argentina 20,https://www.investing.com/search/?q=Global%20X%20FTSE%20Argentina%2020,https://cn.investing.com/etfs/global-x-ftse-argentina-20-historical-data?cid=1214670,ARGT（美国 ETF）历史数据页可直接导出；确认币种/上市地
GLOBAL X FDS GBL X ROBOTICS & ARTIFICIAL USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=GLOBAL%20X%20FDS%20GBL%20X%20ROBOTICS%20%26%20ARTIFICIAL%20USD,https://www.fundinfo.com/en/search?query=GLOBAL%20X%20FDS%20GBL%20X%20ROBOTICS%20%26%20ARTIFICIAL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=GLOBAL%20X%20FDS%20GBL%20X%20ROBOTICS%20%26%20ARTIFICIAL%20USD,人工搜索确认份额/币种后下载,有,Global X Robotics & Artificial Intelligence,https://www.investing.com/search/?q=Global%20X%20Robotics%20%26%20Artificial%20Intelligence,https://hk.investing.com/etfs/global-x-robotics---ai-usd#1,BOTZ（美国）/ XB0T（UCITS，ISIN IE00BLCHJB90）；历史数据页可导出
GUINNESS GAM GLOBAL EQUITY INCOME INC D USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=GUINNESS%20GAM%20GLOBAL%20EQUITY%20INCOME%20INC%20D%20USD,https://www.fundinfo.com/en/search?query=GUINNESS%20GAM%20GLOBAL%20EQUITY%20INCOME%20INC%20D%20USD,https://www.wallstreet-online.de/suche?suchbegriff=GUINNESS%20GAM%20GLOBAL%20EQUITY%20INCOME%20INC%20D%20USD,人工搜索确认份额/币种后下载,有,Guinness Global Equity Income,https://www.investing.com/search/?q=Guinness%20Global%20Equity%20Income,https://ph.investing.com/funds/guinness-global-equity-income-z-holdings,Z/D/Y 份额已确认；选 D USD Inc 份额下载
HSBC HLDGS 6.8 % NOTES 2022-01.06.38 GLOBAL USD,GLOBAL,债券/票据,,,,https://markets.ft.com/data/search?query=HSBC%20HLDGS%206.8%20%25%20NOTES%202022-01.06.38%20GLOBAL%20USD,https://www.fundinfo.com/en/search?query=HSBC%20HLDGS%206.8%20%25%20NOTES%202022-01.06.38%20GLOBAL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=HSBC%20HLDGS%206.8%20%25%20NOTES%202022-01.06.38%20GLOBAL%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
IDAD NATIX GLOBAL MARKETS DEFENSIVE AUTOCALL USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIX%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIX%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIX%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
IDAD NATIXIS GLOBAL INDICES AC JULY 2026 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20INDICES%20AC%20JULY%202026%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20INDICES%20AC%20JULY%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20INDICES%20AC%20JULY%202026%20USD,人工搜索确认份额/币种后下载,不适用,,,,结构化票据，investing 无此产品
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC APRIL 2026 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20APRIL%202026%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20APRIL%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20APRIL%202026%20USD,人工搜索确认份额/币种后下载,不适用,,,,结构化票据，investing 无此产品
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC DEC 2025 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20DEC%202025%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20DEC%202025%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AC%20DEC%202025%20USD,人工搜索确认份额/币种后下载,不适用,,,,结构化票据，investing 无此产品
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL JANUARY 2026 USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20JANUARY%202026%20USD%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20JANUARY%202026%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20JANUARY%202026%20USD%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL MARCH 2026 USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20MARCH%202026%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20MARCH%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20MARCH%202026%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
IDAD NATIXIS GLOBAL MARKETS MEMORY INCOME AUTOCALL OCTOBER 2025 USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20AUTOCALL%20OCTOBER%202025%20USD,https://www.fundinfo.com/en/search?query=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20AUTOCALL%20OCTOBER%202025%20USD,https://www.wallstreet-online.de/suche?suchbegriff=IDAD%20NATIXIS%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20AUTOCALL%20OCTOBER%202025%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
INVESCO MANAGEMENT GLOBAL EQUITY INCOME A USD ACC NAV USD,GLOBAL,基金,LU0607513230:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU0607513230:USD,https://markets.ft.com/data/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20EQUITY%20INCOME%20A%20USD%20ACC%20NAV%20USD,https://www.fundinfo.com/en/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20EQUITY%20INCOME%20A%20USD%20ACC%20NAV%20USD,https://www.wallstreet-online.de/suche?suchbegriff=INVESCO%20MANAGEMENT%20GLOBAL%20EQUITY%20INCOME%20A%20USD%20ACC%20NAV%20USD,人工搜索确认份额/币种后下载,有,Invesco Global Equity Income,https://www.investing.com/search/?q=Invesco%20Global%20Equity%20Income,https://ca.investing.com/funds/gb00b8n46178#1,UK Z Inc=0P0000XBQW、A AUD hedged 已确认；卢森堡 A USD Acc（LU0607513230）需核对
INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY A USD,GLOBAL,基金,LU1075211273:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU1075211273:USD,https://markets.ft.com/data/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20SMALL%20CAP%20EQUITY%20A%20USD,https://www.fundinfo.com/en/search?query=INVESCO%20MANAGEMENT%20GLOBAL%20SMALL%20CAP%20EQUITY%20A%20USD,https://www.wallstreet-online.de/suche?suchbegriff=INVESCO%20MANAGEMENT%20GLOBAL%20SMALL%20CAP%20EQUITY%20A%20USD,人工搜索确认份额/币种后下载,有,Invesco Global Small Cap Equity,https://www.investing.com/search/?q=Invesco%20Global%20Small%20Cap%20Equity,https://hk.investing.com/funds/invesco-european-small-company-a#1,US ESMAX 已确认；卢森堡 A USD（LU1075211273）需核对
iShares Macquarie Global Infra USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=iShares%20Macquarie%20Global%20Infra%20USD,https://www.fundinfo.com/en/search?query=iShares%20Macquarie%20Global%20Infra%20USD,https://www.wallstreet-online.de/suche?suchbegriff=iShares%20Macquarie%20Global%20Infra%20USD,人工搜索确认份额/币种后下载,有,iShares Global Infrastructure UCITS,https://www.investing.com/search/?q=iShares%20Global%20Infrastructure%20UCITS,https://www.investing.com/etfs/ishares-macquarie-global-inf.-100-holdings?cid=995525,IDIN/INFR UCITS ETF USD (Dist)；历史数据可导出
JPM IF GLOBAL DIVIDEND C ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPM%20IF%20GLOBAL%20DIVIDEND%20C%20ACC%20USD,https://www.fundinfo.com/en/search?query=JPM%20IF%20GLOBAL%20DIVIDEND%20C%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPM%20IF%20GLOBAL%20DIVIDEND%20C%20ACC%20USD,人工搜索确认份额/币种后下载,有,JPMorgan Global Dividend,https://www.investing.com/search/?q=JPMorgan%20Global%20Dividend,https://cn.investing.com/funds/jpmorgan-invs-glbl-div-c-acc-usd#1,C (acc) USD=0P0000XC5F，正好匹配
JPMF A JPMF AMERICA EQUITY A USD USD,AMERICAN,基金,,,,https://markets.ft.com/data/search?query=JPMF%20A%20JPMF%20AMERICA%20EQUITY%20A%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMF%20A%20JPMF%20AMERICA%20EQUITY%20A%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMF%20A%20JPMF%20AMERICA%20EQUITY%20A%20USD%20USD,人工搜索确认份额/币种后下载,有,JPMorgan America Equity,https://www.investing.com/search/?q=JPMorgan%20America%20Equity,https://cn.investing.com/funds/jpmorgan-america-eq-fund-a-acc-usd-company-profile#1,A (acc) USD=0P000019D5，正好匹配
JPMF AM GLOBAL EQUITY A DIST USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMF%20AM%20GLOBAL%20EQUITY%20A%20DIST%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMF%20AM%20GLOBAL%20EQUITY%20A%20DIST%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMF%20AM%20GLOBAL%20EQUITY%20A%20DIST%20USD%20USD,人工搜索确认份额/币种后下载,需核,JPMorgan Funds Global Equity,https://www.investing.com/search/?q=JPMorgan%20Funds%20Global%20Equity,https://au.investing.com/funds/jpi-global-select-equity-fund-a-acu-company-profile#1,只确认到 Global Select Equity A(acc)USD=0P00000DS2（不同基金）；'Global Equity A dist USD' 需在 investing 内搜索核对
JPMORGAN IF ASSET MGM GLOBAL BAL HGD A ACC USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20BAL%20HGD%20A%20ACC%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20BAL%20HGD%20A%20ACC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20BAL%20HGD%20A%20ACC%20USD%20USD,人工搜索确认份额/币种后下载,有,JPMorgan Global Balanced,https://www.investing.com/search/?q=JPMorgan%20Global%20Balanced,https://cn.investing.com/funds/jpi-global-balanced-fund-c-acc-usd#1,C (acc) USD hedged=0P000115RQ 已确认；选 A (acc) USD hedged 下载
JPMORGAN IF ASSET MGM GLOBAL INCOME HEDGED A USD ACC NAV USD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20INCOME%20HEDGED%20A%20USD%20ACC%20NAV%20USD%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20INCOME%20HEDGED%20A%20USD%20ACC%20NAV%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20INCOME%20HEDGED%20A%20USD%20ACC%20NAV%20USD%20USD,人工搜索确认份额/币种后下载,有,JPMorgan Global Income,https://www.investing.com/search/?q=JPMorgan%20Global%20Income,https://ms.investing.com/funds/jpi-global-income-fund-a-div-usd-he-company-profile,A (div) USD hedged=0P0000V47Q 已确认；选 A (acc) USD hedged 下载
JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20A%20HGD%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20A%20HGD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20A%20HGD%20USD,人工搜索确认份额/币种后下载,有,JPMorgan Global Macro Opportunities,https://www.investing.com/search/?q=JPMorgan%20Global%20Macro%20Opportunities,https://ca.investing.com/funds/lu1181866309-scoreboard,A (acc) USD hedged=0P00015EF8，正好匹配
JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20C%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20C%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20ASSET%20MGM%20GLOBAL%20MACRO%20OPPS%20C%20USD%20ACC%20USD,人工搜索确认份额/币种后下载,有,JPMorgan Global Macro Opportunities C,https://www.investing.com/search/?q=JPMorgan%20Global%20Macro%20Opportunities%20C,https://il.investing.com/funds/jpm-global-macro-opp-c-acc-eur-company-profile,C (acc) EUR=0P00000DQ4 已确认；选 C (acc) USD 下载
JPMORGAN IF GLOBAL INCOME C DIS HDG USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JPMORGAN%20IF%20GLOBAL%20INCOME%20C%20DIS%20HDG%20USD,https://www.fundinfo.com/en/search?query=JPMORGAN%20IF%20GLOBAL%20INCOME%20C%20DIS%20HDG%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JPMORGAN%20IF%20GLOBAL%20INCOME%20C%20DIS%20HDG%20USD,人工搜索确认份额/币种后下载,有,JPMorgan Global Income C,https://www.investing.com/search/?q=JPMorgan%20Global%20Income%20C,https://hk.investing.com/funds/jpi-global-income-fund-d-mth-usd-he-holdings,D (mth) USD hedged=0P0000X5GN 已确认；选 C (dis/div) USD hedged 下载
JSS EMERGINGSAR GLOBAL A DIST USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=JSS%20EMERGINGSAR%20GLOBAL%20A%20DIST%20USD,https://www.fundinfo.com/en/search?query=JSS%20EMERGINGSAR%20GLOBAL%20A%20DIST%20USD,https://www.wallstreet-online.de/suche?suchbegriff=JSS%20EMERGINGSAR%20GLOBAL%20A%20DIST%20USD,人工搜索确认份额/币种后下载,需核,JSS Sustainable Equity Global,https://www.investing.com/search/?q=JSS%20Sustainable%20Equity%20Global,https://cn.investing.com/funds/jss-oekosar-eq-glbl-p-eur-dist-company-profile,Global Thematic P/I/M EUR 已确认；'Global A USD dist' 需核对（可能叫 JSS Sustainable Equity - Global A USD dist）
KYTE BBVA 6Y GLOBAL MARKETS QTLY PHOENIX AC WITH MEM USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QTLY%20PHOENIX%20AC%20WITH%20MEM%20USD%20USD,https://www.fundinfo.com/en/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QTLY%20PHOENIX%20AC%20WITH%20MEM%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QTLY%20PHOENIX%20AC%20WITH%20MEM%20USD%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
KYTE BBVA 6Y GLOBAL MARKETS QUARTERLY PHOENIX AC USD USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QUARTERLY%20PHOENIX%20AC%20USD%20USD,https://www.fundinfo.com/en/search?query=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QUARTERLY%20PHOENIX%20AC%20USD%20USD,https://www.wallstreet-online.de/suche?suchbegriff=KYTE%20BBVA%206Y%20GLOBAL%20MARKETS%20QUARTERLY%20PHOENIX%20AC%20USD%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
LEVERAGE VANILLA GLOBAL BALANCED INVESTMENT ETP USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=LEVERAGE%20VANILLA%20GLOBAL%20BALANCED%20INVESTMENT%20ETP%20USD,https://www.fundinfo.com/en/search?query=LEVERAGE%20VANILLA%20GLOBAL%20BALANCED%20INVESTMENT%20ETP%20USD,https://www.wallstreet-online.de/suche?suchbegriff=LEVERAGE%20VANILLA%20GLOBAL%20BALANCED%20INVESTMENT%20ETP%20USD,人工搜索确认份额/币种后下载,不适用,,,,ETP，investing 无此产品
MARIANA BBVA GLOBAL MARKETS MEMORY INCOME GENERATOR 8560 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=MARIANA%20BBVA%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20GENERATOR%208560%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20BBVA%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20GENERATOR%208560%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20BBVA%20GLOBAL%20MARKETS%20MEMORY%20INCOME%20GENERATOR%208560%20USD,人工搜索确认份额/币种后下载,不适用,,,,结构化票据，investing 无此产品
MARIANA GLOBAL GROWTH KICK OUT NOTE V2 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=MARIANA%20GLOBAL%20GROWTH%20KICK%20OUT%20NOTE%20V2%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20GLOBAL%20GROWTH%20KICK%20OUT%20NOTE%20V2%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20GLOBAL%20GROWTH%20KICK%20OUT%20NOTE%20V2%20USD,人工搜索确认份额/币种后下载,不适用,,,,结构化票据，investing 无此产品
MARIANA GLOBAL MARKETS AUTOCALL NOTE USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=MARIANA%20GLOBAL%20MARKETS%20AUTOCALL%20NOTE%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20GLOBAL%20MARKETS%20AUTOCALL%20NOTE%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20GLOBAL%20MARKETS%20AUTOCALL%20NOTE%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
MARIANA INVESTEC GLOBAL INDEX INCOME BUILDER 65 USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=MARIANA%20INVESTEC%20GLOBAL%20INDEX%20INCOME%20BUILDER%2065%20USD,https://www.fundinfo.com/en/search?query=MARIANA%20INVESTEC%20GLOBAL%20INDEX%20INCOME%20BUILDER%2065%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MARIANA%20INVESTEC%20GLOBAL%20INDEX%20INCOME%20BUILDER%2065%20USD,人工搜索确认份额/币种后下载,不适用,,,,结构化票据，investing 无此产品
MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL EQUITY FUND A USD ACCUMULATION USD,INTERNATIONAL,基金,LU2495477510:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU2495477510:USD,https://markets.ft.com/data/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20EQUITY%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.fundinfo.com/en/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20EQUITY%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20EQUITY%20FUND%20A%20USD%20ACCUMULATION%20USD,人工搜索确认份额/币种后下载,无,,,,investing 无 Montlake/Quilter Cheviot 这两只基金
MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL GROWTH FUND A USD ACCUMULATION USD,INTERNATIONAL,基金,LU2495477510:USD,待核,https://markets.ft.com/data/funds/tearsheet/historical?s=LU2495477510:USD,https://markets.ft.com/data/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20GROWTH%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.fundinfo.com/en/search?query=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20GROWTH%20FUND%20A%20USD%20ACCUMULATION%20USD,https://www.wallstreet-online.de/suche?suchbegriff=MONTLAKE%20UCITS%20PLATFORM%20ICAV%20-%20QUILTER%20CHEVIOT%20INTERNATIONAL%20GROWTH%20FUND%20A%20USD%20ACCUMULATION%20USD,人工搜索确认份额/币种后下载,无,,,,investing 无 Montlake/Quilter Cheviot 这两只基金
NATIXIS IDAD GLOBAL MARKETS DEFENSIVE AUTOCALL FEBRUARY 2026 USD,GLOBAL,结构性,,,,https://markets.ft.com/data/search?query=NATIXIS%20IDAD%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20FEBRUARY%202026%20USD,https://www.fundinfo.com/en/search?query=NATIXIS%20IDAD%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20FEBRUARY%202026%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NATIXIS%20IDAD%20GLOBAL%20MARKETS%20DEFENSIVE%20AUTOCALL%20FEBRUARY%202026%20USD,免费源无解,不适用-非基金,,,,债券/结构性，investing 无此产品
NATIXIS INTL (LUX) HARRIS ASSOCS GLOBAL EQUITY I ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NATIXIS%20INTL%20%28LUX%29%20HARRIS%20ASSOCS%20GLOBAL%20EQUITY%20I%20ACC%20USD,https://www.fundinfo.com/en/search?query=NATIXIS%20INTL%20%28LUX%29%20HARRIS%20ASSOCS%20GLOBAL%20EQUITY%20I%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NATIXIS%20INTL%20%28LUX%29%20HARRIS%20ASSOCS%20GLOBAL%20EQUITY%20I%20ACC%20USD,人工搜索确认份额/币种后下载,有,Harris Associates Global Equity,https://www.investing.com/search/?q=Harris%20Associates%20Global%20Equity,https://il.investing.com/funds/natixisluxi-harrisassoc-glbleqragbp-company-profile,家族已确认（R/A GBP=0P00011SQN、P/A SGD、R/A EUR）；选 I/A USD 下载
NEUBERGER BERMN II GLOBAL SNR FTG RTE INC I US USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NEUBERGER%20BERMN%20II%20GLOBAL%20SNR%20FTG%20RTE%20INC%20I%20US%20USD,https://www.fundinfo.com/en/search?query=NEUBERGER%20BERMN%20II%20GLOBAL%20SNR%20FTG%20RTE%20INC%20I%20US%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NEUBERGER%20BERMN%20II%20GLOBAL%20SNR%20FTG%20RTE%20INC%20I%20US%20USD,人工搜索确认份额/币种后下载,无,,,,只有 NB Global Floating Rate（NBMI 封闭式，不同产品）
NG MORNINGSTAR GLOBAL DEFENSIV A USD ACC USD,GLOBAL,基金,,,,https://markets.ft.com/data/search?query=NG%20MORNINGSTAR%20GLOBAL%20DEFENSIV%20A%20USD%20ACC%20USD,https://www.fundinfo.com/en/search?query=NG%20MORNINGSTAR%20GLOBAL%20DEFENSIV%20A%20USD%20ACC%20USD,https://www.wallstreet-online.de/suche?suchbegriff=NG%20MORNINGSTAR%20GLOBAL%20DEFENSIV%20A%20USD%20ACC%20USD,人工搜索确认份额/币种后下载,无,,,,未找到
