name,raw_name,category
FIDELITY FUNDS SUSTAINABLE GLOBAL DIVIDEND PLUS FUND Y ACC USD,150、FIDELITY FUNDS SUSTAINABLE GLOBAL DIVIDEND PLUS FUND Y ACC USD,GLOBAL
FIDELITY GLOBAL HEALTH CARE FUND Y ACC USD,151、FIDELITY GLOBAL HEALTH CARE FUND Y ACC USD,GLOBAL
FIDELITY GLOBAL INC A MINCOME(G) DIS USD,152、FIDELITY GLOBAL INC A MINCOME(G) DIS USD,GLOBAL
FIDELITY GLOBAL INCOME Y MINCOME INC USD,153、FIDELITY GLOBAL INCOME Y MINCOME INC USD,GLOBAL
Fidelity Global Multi Asset Growth & Income Fund A USD USD,154、Fidelity Global Multi Asset Growth & Income Fund A USD USD,GLOBAL
FIDELITY GLOBAL TECHNOLOGY A USD ACC USD,155、FIDELITY GLOBAL TECHNOLOGY A USD ACC USD,GLOBAL
FIDELITY INTERNATIONAL BD A ACC \$ USD,8、FIDELITY INTERNATIONAL BD A ACC \$ USD,INTERNATIONAL
FIDELITY LUX GLOBAL FINL SVCS A INC USD,156、FIDELITY LUX GLOBAL FINL SVCS A INC USD,GLOBAL
FIL INV MGMT LUX GLOBAL TECHNOLOGY Y USD ACC USD,157、FIL INV MGMT LUX GLOBAL TECHNOLOGY Y USD ACC USD,GLOBAL
FINCREST GLOBAL EQUITY FUND CLASS A USD,158、FINCREST GLOBAL EQUITY FUND CLASS A USD,GLOBAL
FIRST EAGLE AMUNDI INTERNATIONAL AU USD ACC USD,9、FIRST EAGLE AMUNDI INTERNATIONAL AU USD ACC USD,INTERNATIONAL
FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD,159、FIRST STATE GLOBAL STEWART INV GLOBAL EMERGING MARKET LEADERS I ACC USD USD,GLOBAL
FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD,160、FIRST STATE GLOBAL UM LISTD INFRASTRUCT I USD DIST USD,GLOBAL
FRANKLIN TEMP GLOBAL BAL A ACC USD USD,161、FRANKLIN TEMP GLOBAL BAL A ACC USD USD,GLOBAL
FRANKLIN TEMP GLOBAL HI YLD MDIS \$ USD,162、FRANKLIN TEMP GLOBAL HI YLD MDIS \$ USD,GLOBAL
FRANKLIN TEMP GLOBAL INC A ACC USD USD,163、FRANKLIN TEMP GLOBAL INC A ACC USD USD,GLOBAL
FRANKLIN TEMPL GLOBAL FOCUS FD A DIS USD,164、FRANKLIN TEMPL GLOBAL FOCUS FD A DIS USD,GLOBAL
FRANKLIN TEMPLETON FRANKLIN MUT GLOBAL DVRY A CAP USD,165、FRANKLIN TEMPLETON FRANKLIN MUT GLOBAL DVRY A CAP USD,GLOBAL
FRANKLIN TEMPLETON GLOBAL FOCUS A ACC USD,166、FRANKLIN TEMPLETON GLOBAL FOCUS A ACC USD,GLOBAL
FRANKLIN TEMPLETON GLOBAL TOTAL RETURN A MDIS USD USD,167、FRANKLIN TEMPLETON GLOBAL TOTAL RETURN A MDIS USD USD,GLOBAL
FRANKLIN TEMPLETON GLOBAL TOTAL RETURN FUN A ACC USD USD,168、FRANKLIN TEMPLETON GLOBAL TOTAL RETURN FUN A ACC USD USD,GLOBAL
FRANKLIN TEMPLETON LATIN AMERICA A ACC USD,24、FRANKLIN TEMPLETON LATIN AMERICA A ACC USD,AMERICAN
FTGF GBL BRANDYWNE GLOBAL FIXED INCOME A USD ACC USD,169、FTGF GBL BRANDYWNE GLOBAL FIXED INCOME A USD ACC USD,GLOBAL
FTGF GBL W/A GLOBAL HIGH YIELD A USD ACC USD,170、FTGF GBL W/A GLOBAL HIGH YIELD A USD ACC USD,GLOBAL
GAM STAR GLOBAL BALANCED A USD ACC USD,171、GAM STAR GLOBAL BALANCED A USD ACC USD,GLOBAL
GAM STAR GLOBAL BALANCED ACC USD USD,172、GAM STAR GLOBAL BALANCED ACC USD USD,GLOBAL
GAM STAR GLOBAL BALANCED C USD ACC USD,173、GAM STAR GLOBAL BALANCED C USD ACC USD,GLOBAL
GAM STAR GLOBAL BALANCED F USD ACC USD,174、GAM STAR GLOBAL BALANCED F USD ACC USD,GLOBAL
GAM STAR GLOBAL BALANCED INSTL ACC USD,175、GAM STAR GLOBAL BALANCED INSTL ACC USD,GLOBAL
GAM STAR GLOBAL BALANCED T USD USD,176、GAM STAR GLOBAL BALANCED T USD USD,GLOBAL
GAM STAR GLOBAL BALANCED U USD ACC USD,177、GAM STAR GLOBAL BALANCED U USD ACC USD,GLOBAL
GLOBAL PAYMENTS 5.95 % NOTES 2022-15.08.52 USD,178、GLOBAL PAYMENTS 5.95 % NOTES 2022-15.08.52 USD,GLOBAL
GLOBAL X FDS GBL X FTSE ARGENT USD USD,179、GLOBAL X FDS GBL X FTSE ARGENT USD USD,GLOBAL
GLOBAL X FDS GBL X ROBOTICS & ARTIFICIAL USD,180、GLOBAL X FDS GBL X ROBOTICS & ARTIFICIAL USD,GLOBAL
GOLDMAN SACHS GLOBAL CORE EQUITY PORTFOLIO ACC USD,181、GOLDMAN SACHS GLOBAL CORE EQUITY PORTFOLIO ACC USD,GLOBAL
GOLDMAN SACHS GLOBAL EMERGING MRKTS DEBT HRD CCY CLASS P CAP US\$ USD,182、GOLDMAN SACHS GLOBAL EMERGING MRKTS DEBT HRD CCY CLASS P CAP US\$ USD,GLOBAL
GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD,183、GOLDMAN SACHS GLOBAL SENIOR LOANS R HEDGED INC USD,GLOBAL
GOLDMAN SACHS GLOBAL US HIGH DIVIDEND CLASS P AC USD USD,184、GOLDMAN SACHS GLOBAL US HIGH DIVIDEND CLASS P AC USD USD,GLOBAL
GQG PARTNERS GLOBAL EQUITY I ACC USD,185、GQG PARTNERS GLOBAL EQUITY I ACC USD,GLOBAL
GS GLOBAL CORE EQUITY BASE ACCUMULATION SNAP USD ACC SNAP USD,186、GS GLOBAL CORE EQUITY BASE ACCUMULATION SNAP USD ACC SNAP USD,GLOBAL
GUINNESS AM GLOBAL ENERGY C USD INC NAV USD,187、GUINNESS AM GLOBAL ENERGY C USD INC NAV USD,GLOBAL
GUINNESS AM GLOBAL ENERGY D USD INC NAV USD,188、GUINNESS AM GLOBAL ENERGY D USD INC NAV USD,GLOBAL
GUINNESS AM GLOBAL EQUITY INCOME C USD,189、GUINNESS AM GLOBAL EQUITY INCOME C USD,GLOBAL
GUINNESS AM GLOBAL EQUITY INCOME Y USD,190、GUINNESS AM GLOBAL EQUITY INCOME Y USD,GLOBAL
GUINNESS AM GLOBAL INNOVATORS C ACC USD,192、GUINNESS AM GLOBAL INNOVATORS C ACC USD,GLOBAL
GUINNESS AM GLOBAL INNOVATORS Y ACC USD,193、GUINNESS AM GLOBAL INNOVATORS Y ACC USD,GLOBAL
GUINNESS GAM GLOBAL EQUITY INCOME INC D USD,194、GUINNESS GAM GLOBAL EQUITY INCOME INC D USD,GLOBAL
GUINNESS GLOBAL ENERGY Y INC USD,195、GUINNESS GLOBAL ENERGY Y INC USD,GLOBAL
GUINNESS GLOBAL EQUITY INCOME FUND C USD USD,196、GUINNESS GLOBAL EQUITY INCOME FUND C USD USD,GLOBAL
GUINNESS GLOBAL MONEY MANAGERS C ACC USD,197、GUINNESS GLOBAL MONEY MANAGERS C ACC USD,GLOBAL
GUINNESS GLOBAL QUALITY MID CAP C ACC USD,198、GUINNESS GLOBAL QUALITY MID CAP C ACC USD,GLOBAL
HEPTAGON FUND KOPERNIK GLOBAL All-CAP EQUITY FUND ACC A USD,199、HEPTAGON FUND KOPERNIK GLOBAL All-CAP EQUITY FUND ACC A USD,GLOBAL
HEPTAGON FUND WCM GLOBAL EQTY A ACC USD,200、HEPTAGON FUND WCM GLOBAL EQTY A ACC USD,GLOBAL
HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD,201、HSBC GLOBAL FUNDS ICAV US EQUITY INDEX BC ACC USD,GLOBAL
HSBC GLOBAL INDIA FIX INC ACC USD USD,202、HSBC GLOBAL INDIA FIX INC ACC USD USD,GLOBAL
HSBC HLDGS 6.8 % NOTES 2022-01.06.38 GLOBAL USD,203、HSBC HLDGS 6.8 % NOTES 2022-01.06.38 GLOBAL USD,GLOBAL
HSBC HOLDINGS PLC 7.35 % NOTES 2022-27.11.32 GLOBAL USD,204、HSBC HOLDINGS PLC 7.35 % NOTES 2022-27.11.32 GLOBAL USD,GLOBAL
HSBC INV FD LUX SA GLOBAL EMG MKTS EQUITY A USD,205、HSBC INV FD LUX SA GLOBAL EMG MKTS EQUITY A USD,GLOBAL
HSBC INV FD LUX SA GLOBAL EQUITY CLIMATE SOLUTIONS A INC USD,206、HSBC INV FD LUX SA GLOBAL EQUITY CLIMATE SOLUTIONS A INC USD,GLOBAL
IDAD NATIX GLOBAL MARKETS DEFENSIVE AUTOCALL USD,207、IDAD NATIX GLOBAL MARKETS DEFENSIVE AUTOCALL USD,GLOBAL
IDAD NATIXIS GLOBAL INDICES AC JULY 2026 USD,208、IDAD NATIXIS GLOBAL INDICES AC JULY 2026 USD,GLOBAL
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC APRIL 2026 USD,209、IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC APRIL 2026 USD,GLOBAL
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC DEC 2025 USD,210、IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AC DEC 2025 USD,GLOBAL
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL JANUARY 2026 USD USD,212、IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL JANUARY 2026 USD USD,GLOBAL
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL MARCH 2026 USD,213、IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL MARCH 2026 USD,GLOBAL
IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL USD,211、IDAD NATIXIS GLOBAL MARKETS DEFENSIVE AUTOCALL USD,GLOBAL
IDAD NATIXIS GLOBAL MARKETS MEMORY INCOME AUTOCALL OCTOBER 2025 USD,214、IDAD NATIXIS GLOBAL MARKETS MEMORY INCOME AUTOCALL OCTOBER 2025 USD,GLOBAL
IFSL ARBION GLOBAL OPPORTUNITIES USD ACC USD,215、IFSL ARBION GLOBAL OPPORTUNITIES USD ACC USD,GLOBAL
IIF GLOBAL EQUITY B ACC USD,216、IIF GLOBAL EQUITY B ACC USD,GLOBAL
IIF GLOBAL EQUITY FUND CLASS A USD USD,217、IIF GLOBAL EQUITY FUND CLASS A USD USD,GLOBAL
INTERNATIONAL SEAWAYS INC NPV USD,10、INTERNATIONAL SEAWAYS INC NPV USD,INTERNATIONAL
INVESCO GLOBAL CONSUMER TRENDS A USD USD,218、INVESCO GLOBAL CONSUMER TRENDS A USD USD,GLOBAL
INVESCO GLOBAL CONSUMER TRENDS C USD USD,219、INVESCO GLOBAL CONSUMER TRENDS C USD USD,GLOBAL
INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD,220、INVESCO GLOBAL EQUITY FUND C (USD)-ANNUAL DISTRIBUTION USD,GLOBAL
INVESCO GLOBAL HEALTH CARE INNOVATION A USD USD,221、INVESCO GLOBAL HEALTH CARE INNOVATION A USD USD,GLOBAL
INVESCO GLOBAL HEALTH CARE INNOVATION FUND C AD USD,222、INVESCO GLOBAL HEALTH CARE INNOVATION FUND C AD USD,GLOBAL
INVESCO GLOBAL INCOME A INC USD,223、INVESCO GLOBAL INCOME A INC USD,GLOBAL
INVESCO MANAGEMENT GLOBAL EQUITY INCOME A USD ACC NAV USD,224、INVESCO MANAGEMENT GLOBAL EQUITY INCOME A USD ACC NAV USD,GLOBAL
INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY A USD,225、INVESCO MANAGEMENT GLOBAL SMALL CAP EQUITY A USD,GLOBAL
INVESCO SUSTAINABLE GLOBAL INCOME C HEDGED ACC USD,226、INVESCO SUSTAINABLE GLOBAL INCOME C HEDGED ACC USD,GLOBAL
ISHARES GLOBAL HIGH YIELD CORP BD UCITS USD ACC USD,227、ISHARES GLOBAL HIGH YIELD CORP BD UCITS USD ACC USD,GLOBAL
ISHARES II PLC GLOBAL SUSTAINABI UCITS USD,228、ISHARES II PLC GLOBAL SUSTAINABI UCITS USD,GLOBAL
iShares Macquarie Global Infra USD,229、iShares Macquarie Global Infra USD,GLOBAL
ISHARES MSCI EM LATIN AMERICA USD,25、ISHARES MSCI EM LATIN AMERICA USD,AMERICAN
ISHARES S&P GLOBAL TIMBER & FORESTRY USD,230、ISHARES S&P GLOBAL TIMBER & FORESTRY USD,GLOBAL
iShares S&P Global Water USD,231、iShares S&P Global Water USD,GLOBAL
ISHARES VI PLC GLOBAL AAA-AA GOV BND UCITS USD,232、ISHARES VI PLC GLOBAL AAA-AA GOV BND UCITS USD,GLOBAL
J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD,233、J O HAMBRO CAP GLOBAL OPPS A USD INC NAV USD,GLOBAL
JANUS HENDERSON GLOBAL EQUITY FUND R\$ ACC A2 USD USD,234、JANUS HENDERSON GLOBAL EQUITY FUND R\$ ACC A2 USD USD,GLOBAL
JANUS HENDERSON GLOBAL LIFE SCIENCE A ACC USD,235、JANUS HENDERSON GLOBAL LIFE SCIENCE A ACC USD,GLOBAL
JANUS HENDERSON GLOBAL REAL ESTATE A3Q USD USD,236、JANUS HENDERSON GLOBAL REAL ESTATE A3Q USD USD,GLOBAL
JANUS HENDERSON GLOBAL TECHNOLOGY AND INNOVATION FUND H2 USD ACC USD,237、JANUS HENDERSON GLOBAL TECHNOLOGY AND INNOVATION FUND H2 USD ACC USD,GLOBAL
JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A2 USD USD,238、JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A2 USD USD,GLOBAL
JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A3Q USD USD,239、JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND A3Q USD USD,GLOBAL
JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND I2 USD USD,240、JANUS HENDERSON HORIZON GLOBAL PROPERTY EQUITIES FUND I2 USD USD,GLOBAL
JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A1 USD USD,241、JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A1 USD USD,GLOBAL
JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD,242、JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND A2 USD USD,GLOBAL
JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND H2 USD USD,243、JANUS HENDERSON HORIZON GLOBAL TECHNOLOGY LEADERS FUND H2 USD USD,GLOBAL
JP MORGAN GLOBAL SOCIALLY RESPONSIBLE A ACC USD,244、JP MORGAN GLOBAL SOCIALLY RESPONSIBLE A ACC USD,GLOBAL
JPM IF GLOBAL DIVIDEND C ACC USD,245、JPM IF GLOBAL DIVIDEND C ACC USD,GLOBAL
JPMF A JPMF AMERICA EQUITY A USD USD,26、JPMF A JPMF AMERICA EQUITY A USD USD,AMERICAN
JPMF AM GLOBAL EQUITY A DIST USD USD,246、JPMF AM GLOBAL EQUITY A DIST USD USD,GLOBAL
JPMORGAN AMERICA EQUITY A USD USD,27、JPMORGAN AMERICA EQUITY A USD USD,AMERICAN
JPMORGAN ASSET MGM AMERICA EQUITY C USD ACC USD,28、JPMORGAN ASSET MGM AMERICA EQUITY C USD ACC USD,AMERICAN
JPMORGAN ASSET MGM GLOBAL HEALTHCARE A ACC USD USD,247、JPMORGAN ASSET MGM GLOBAL HEALTHCARE A ACC USD USD,GLOBAL
JPMORGAN ASSET MGM GLOBAL HEALTHCARE C ACC USD USD,248、JPMORGAN ASSET MGM GLOBAL HEALTHCARE C ACC USD USD,GLOBAL
JPMORGAN ASSET MGM GLOBAL NATURAL RESOURCES A USD,249、JPMORGAN ASSET MGM GLOBAL NATURAL RESOURCES A USD,GLOBAL
JPMORGAN ASSET MGM LATIN AMERICA EQTY A USD C USD,29、JPMORGAN ASSET MGM LATIN AMERICA EQTY A USD C USD,AMERICAN
JPMORGAN ASSET MGM LATIN AMERICA EQUITY A DIS USD USD,30、JPMORGAN ASSET MGM LATIN AMERICA EQUITY A DIS USD USD,AMERICAN
JPMORGAN GLOBAL GROWTH FUND A USD ACC USD,250、JPMORGAN GLOBAL GROWTH FUND A USD ACC USD,GLOBAL
JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY A ACC USD,251、JPMORGAN GLOBAL RESEARCH ENHANCED INDEX EQUITY A ACC USD,GLOBAL
JPMORGAN IF ASSET MGM GLOBAL BAL HGD A ACC USD USD,252、JPMORGAN IF ASSET MGM GLOBAL BAL HGD A ACC USD USD,GLOBAL
JPMORGAN IF ASSET MGM GLOBAL INCOME HEDGED A USD ACC NAV USD USD,253、JPMORGAN IF ASSET MGM GLOBAL INCOME HEDGED A USD ACC NAV USD USD,GLOBAL
JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD,254、JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS A HGD USD,GLOBAL
JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD,255、JPMORGAN IF ASSET MGM GLOBAL MACRO OPPS C USD ACC USD,GLOBAL
JPMORGAN IF GLOBAL INCOME C DIS HDG USD,256、JPMORGAN IF GLOBAL INCOME C DIS HDG USD,GLOBAL
JSS EMERGINGSAR GLOBAL A DIST USD,257、JSS EMERGINGSAR GLOBAL A DIST USD,GLOBAL
JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD,258、JUPITER GLOBAL FIXED INCOME FUND L USD ACC USD,GLOBAL
JUPITER GLOBAL FUND EUROPEAN GTH L ACC USD USD,259、JUPITER GLOBAL FUND EUROPEAN GTH L ACC USD USD,GLOBAL
JUPITER GLOBAL FUND JUPITER FINANCIAL INNOVATION L USD ACC NAV USD,260、JUPITER GLOBAL FUND JUPITER FINANCIAL INNOVATION L USD ACC NAV USD,GLOBAL
JUPITER GLOBAL INDIA SEL L USD USD,261、JUPITER GLOBAL INDIA SEL L USD USD,GLOBAL
JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND I USD ACC USD,262、JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND I USD ACC USD,GLOBAL
JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND L USD ACC USD,263、JUPITER MERIAN GLOBAL EQUITY ABSOLUTE RETURN FUND L USD ACC USD,GLOBAL
Jupiter Merian Global Equity Income Fund (IRL) L USD Inc USD,264、Jupiter Merian Global Equity Income Fund (IRL) L USD Inc USD,GLOBAL
JUPITER MERIAN NORTH AMERICAN EQUITY FUND I USD ACC USD,31、JUPITER MERIAN NORTH AMERICAN EQUITY FUND I USD ACC USD,AMERICAN
JUPITER MERIAN NORTH AMERICAN EQUITY FUND L USD ACC USD,32、JUPITER MERIAN NORTH AMERICAN EQUITY FUND L USD ACC USD,AMERICAN
KYTE BBVA 6Y GLOBAL MARKETS QTLY PHOENIX AC WITH MEM USD USD,265、KYTE BBVA 6Y GLOBAL MARKETS QTLY PHOENIX AC WITH MEM USD USD,GLOBAL
KYTE BBVA 6Y GLOBAL MARKETS QUARTERLY PHOENIX AC USD USD,266、KYTE BBVA 6Y GLOBAL MARKETS QUARTERLY PHOENIX AC USD USD,GLOBAL
LAZARD GLOBAL LISTED INFRA EQUITY A ACC USD HEDG USD,267、LAZARD GLOBAL LISTED INFRA EQUITY A ACC USD HEDG USD,GLOBAL
LAZARD GLOBAL LISTED INFRA EQUITY A DST US\$ HDG USD,268、LAZARD GLOBAL LISTED INFRA EQUITY A DST US\$ HDG USD,GLOBAL
LAZARD GLOBAL LISTED INFRASTRUCTURE EQUITY FUND A ACC USD,269、LAZARD GLOBAL LISTED INFRASTRUCTURE EQUITY FUND A ACC USD,GLOBAL
LEVERAGE VANILLA GLOBAL BALANCED INVESTMENT ETP USD,270、LEVERAGE VANILLA GLOBAL BALANCED INVESTMENT ETP USD,GLOBAL
LIBERTY GLOBAL LTD USD,271、LIBERTY GLOBAL LTD USD,GLOBAL
LINDSELL TRAIN LTD GLOBAL EQUITY C USD,272、LINDSELL TRAIN LTD GLOBAL EQUITY C USD,GLOBAL
LIONTRUST GF SUSTAINABLE FUTURE GLOBAL GROWTH FUND B5 ACC USD USD,273、LIONTRUST GF SUSTAINABLE FUTURE GLOBAL GROWTH FUND B5 ACC USD USD,GLOBAL
LITHIUM AMERICAS CORP USD,33、LITHIUM AMERICAS CORP USD,AMERICAN
M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD,274、M&G (LUX) GLOBAL TARGET RETURN FUND C H ACC USD,GLOBAL
M&G INVESTMENT MAN GLOBAL THEMES A USD ACC USD,275、M&G INVESTMENT MAN GLOBAL THEMES A USD ACC USD,GLOBAL
M&G SECURITIES GLOBAL DIVIDEND A ACC USD,276、M&G SECURITIES GLOBAL DIVIDEND A ACC USD,GLOBAL
MAN GLOBAL INVESTMENT GRADE OPPORTUNITIES I ACC USD,277、MAN GLOBAL INVESTMENT GRADE OPPORTUNITIES I ACC USD,GLOBAL
MARIANA BBVA GLOBAL MARKETS MEMORY INCOME GENERATOR 8560 USD,278、MARIANA BBVA GLOBAL MARKETS MEMORY INCOME GENERATOR 8560 USD,GLOBAL
MARIANA GLOBAL GROWTH KICK OUT NOTE V2 USD,279、MARIANA GLOBAL GROWTH KICK OUT NOTE V2 USD,GLOBAL
MARIANA GLOBAL MARKETS AUTOCALL NOTE USD,280、MARIANA GLOBAL MARKETS AUTOCALL NOTE USD,GLOBAL
MARIANA INVESTEC GLOBAL INDEX INCOME BUILDER 65 USD,281、MARIANA INVESTEC GLOBAL INDEX INCOME BUILDER 65 USD,GLOBAL
MARKET SEC BBVA 6Y 6% GLOBAL MARKETS QUARTERLY PHOENIX AUTO USD USD,282、MARKET SEC BBVA 6Y 6% GLOBAL MARKETS QUARTERLY PHOENIX AUTO USD USD,GLOBAL
MARKET SEC BBVA 6Y GLOBAL MARKETS QUARTERLY PHOENIX USD,283、MARKET SEC BBVA 6Y GLOBAL MARKETS QUARTERLY PHOENIX USD,GLOBAL
MARKET SEC BNP GLOBAL MARKETS AC USD USD,284、MARKET SEC BNP GLOBAL MARKETS AC USD USD,GLOBAL
MFS MERIDIAN FUNDS GLOBAL TOTAL RETURN A1 USD CAP USD,285、MFS MERIDIAN FUNDS GLOBAL TOTAL RETURN A1 USD CAP USD,GLOBAL
MGTS PROGENY PROFOLIO GLOBAL 30-50% SHARES FUND ACC USD,286、MGTS PROGENY PROFOLIO GLOBAL 30-50% SHARES FUND ACC USD,GLOBAL
MOBILITY GLOBAL INC USD,287、MOBILITY GLOBAL INC USD,GLOBAL
MOMENTUM GF HARMONY GLOBAL EQUITY FUND A ACC USD,288、MOMENTUM GF HARMONY GLOBAL EQUITY FUND A ACC USD,GLOBAL
MOMENTUM GLOBAL GROWTH FUND CLASS A USD,289、MOMENTUM GLOBAL GROWTH FUND CLASS A USD,GLOBAL
MONTLAKE ORIEL LATITUDE GLOBAL FUNDS I USD ACC USD,290、MONTLAKE ORIEL LATITUDE GLOBAL FUNDS I USD ACC USD,GLOBAL
MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL EQUITY FUND A USD ACCUMULATION USD,11、MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL EQUITY FUND A USD ACCUMULATION USD,INTERNATIONAL
MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL GROWTH FUND A USD ACCUMULATION USD,12、MONTLAKE UCITS PLATFORM ICAV - QUILTER CHEVIOT INTERNATIONAL GROWTH FUND A USD ACCUMULATION USD,INTERNATIONAL
MORGAN STANLEY GLOBAL ADVANTAGE A EUR ACC NAV USD,291、MORGAN STANLEY GLOBAL ADVANTAGE A EUR ACC NAV USD,GLOBAL
MORGAN STANLEY GLOBAL ADVANTAGE FUND Z ACC USD,292、MORGAN STANLEY GLOBAL ADVANTAGE FUND Z ACC USD,GLOBAL
MORGAN STANLEY GLOBAL BRANDS C USD,293、MORGAN STANLEY GLOBAL BRANDS C USD,GLOBAL
MORGAN STANLEY IF GLOBAL BRANDS A ACC USD,294、MORGAN STANLEY IF GLOBAL BRANDS A ACC USD,GLOBAL
MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD,295、MORGAN STANLEY IF GLOBAL BRANDS Z ACC NAV USD,GLOBAL
MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD,296、MORGAN STANLEY IF GLOBAL OPP I ACC NAV USD,GLOBAL
MORGAN STANLEY IF GLOBAL OPPTY FD USD CL A USD,297、MORGAN STANLEY IF GLOBAL OPPTY FD USD CL A USD,GLOBAL
NATIXIS IDAD GLOBAL MARKETS DEFENSIVE AUTOCALL FEBRUARY 2026 USD,298、NATIXIS IDAD GLOBAL MARKETS DEFENSIVE AUTOCALL FEBRUARY 2026 USD,GLOBAL
NATIXIS INTL (LUX) HARRIS ASSOCS GLOBAL EQUITY I ACC USD,299、NATIXIS INTL (LUX) HARRIS ASSOCS GLOBAL EQUITY I ACC USD,GLOBAL
NEUBERGER BERMN II GLOBAL SNR FTG RTE INC I US USD,300、NEUBERGER BERMN II GLOBAL SNR FTG RTE INC I US USD,GLOBAL
NEW CAPITAL GLOBAL VALUE CREDIT FUND USD,301、NEW CAPITAL GLOBAL VALUE CREDIT FUND USD,GLOBAL
NEW HORIZON GLOBAL BALANCED FUND C USD ACC USD,302、NEW HORIZON GLOBAL BALANCED FUND C USD ACC USD,GLOBAL
NEW HORIZON GLOBAL BALANCED FUND F USD ACC USD,303、NEW HORIZON GLOBAL BALANCED FUND F USD ACC USD,GLOBAL
NEW HORIZON GLOBAL BALANCED FUND M USD ACC USD,304、NEW HORIZON GLOBAL BALANCED FUND M USD ACC USD,GLOBAL
NEW HORIZON GLOBAL INNOVATION D ACC USD,305、NEW HORIZON GLOBAL INNOVATION D ACC USD,GLOBAL
NEXT GEN INVT STRA MORNINGSTAR GLOBAL ADVENTUROUS A USD ACC USD,306、NEXT GEN INVT STRA MORNINGSTAR GLOBAL ADVENTUROUS A USD ACC USD,GLOBAL
NEXT GEN INVT STRA MORNINGSTAR GLOBAL BALANCED A USD ACC USD,307、NEXT GEN INVT STRA MORNINGSTAR GLOBAL BALANCED A USD ACC USD,GLOBAL
NEXT GEN INVT STRA MORNINGSTAR GLOBAL CAUTIOUS A USD ACC USD,308、NEXT GEN INVT STRA MORNINGSTAR GLOBAL CAUTIOUS A USD ACC USD,GLOBAL
NG MORNINGSTAR GLOBAL DEFENSIV A USD ACC USD,309、NG MORNINGSTAR GLOBAL DEFENSIV A USD ACC USD,GLOBAL
NG MORNINGSTAR GLOBAL GROWTH A USD ACC USD,310、NG MORNINGSTAR GLOBAL GROWTH A USD ACC USD,GLOBAL
NINETY ONE FD MGRS GLOBAL GOLD A USD ACC USD,316、NINETY ONE FD MGRS GLOBAL GOLD A USD ACC USD,GLOBAL
NINETY ONE GLOBAL ENVIROMENT FUND A ACC USD,317、NINETY ONE GLOBAL ENVIROMENT FUND A ACC USD,GLOBAL
NINETY ONE GLOBAL ENVIRONMENTS A USD ACC USD,318、NINETY ONE GLOBAL ENVIRONMENTS A USD ACC USD,GLOBAL
NINETY ONE GLOBAL EQUITY A ACC USD USD,319、NINETY ONE GLOBAL EQUITY A ACC USD USD,GLOBAL
