ticker,condition,condition_text,scan_token,horizon,direction,rho_avg,rho_hit,flag,category,avg_mono,n_valid_thresholds,avg_min,avg_max,avg_last,hit_min,hit_max,hit_last,trades_min,trades_max,trades_last
SMPSX,combo_XLV_down__ext_usd_gold_ratio_down,XLV<0 且 美元/黄金<0，买基金后2日平均回报,ext_usd_gold_ratio_down,2,down,-0.6232250817573629,0.8879312348145953,平均回报,末端反转,False,5,0.16937129549167,0.4028663499387346,0.16937129549167,0.584493041749503,0.65625,0.65625,32.0,923.0,32.0
SMPSX,combo_ext_vix_5dchg_up__self_down,VIX5d>0 且 该基金当日回报<0，买基金第二天,self_down,1,down,0.6844021998231169,-0.8111802316982076,命中率,忽上忽下,False,5,0.7299385234460118,0.8606016293498845,0.8233503471554486,0.5508474576271186,0.5700712589073634,0.5508474576271186,230.0,421.0,236.0
SNPIX,QQQ_up_XLC_up_XLV_up,QQQ>0 且 XLC>0 且 XLV>0，买基金第二天,QQQ_up,1,up,-0.738889308182618,-0.8851735801774461,平均回报、命中率,触发阈值太少,False,3,-0.3043177582100211,0.5661355126441093,-0.3043177582100211,0.4242424242424242,0.569620253164557,0.4242424242424242,66.0,158.0,66.0
SNPIX,QQQ_up_XLC_up_XLV_up,QQQ>0 且 XLC>0 且 XLV>0，买基金第二天,XLC_up,1,up,-0.3400993406165118,-0.7748234063826589,命中率,忽上忽下,False,4,-0.0607542386946194,0.3846009040540499,0.190240577539457,0.4710743801652892,0.5649717514124294,0.5,44.0,177.0,44.0
SNPIX,QQQ_up_XLC_up_XLV_up,QQQ>0 且 XLC>0 且 XLV>0，买基金第二天,XLV_up,1,up,0.166431671504969,-0.532938710021193,命中率,触发阈值太少,False,3,-0.0986559968742662,0.4877411759699041,0.4877411759699041,0.4375,0.5714285714285714,0.5,10.0,161.0,10.0
SNPSX,SPY_up_XLC_up_XLK_up,SPY>0 且 XLC>0 且 XLK>0，买基金第二天,SPY_up,1,up,-0.9730826167746904,-0.9999978967329004,平均回报、命中率,触发阈值太少,False,3,-0.8025409745353499,0.4214298467508147,-0.8025409745353499,0.3076923076923077,0.6148648648648649,0.3076923076923077,39.0,191.0,39.0
SNPSX,SPY_up_XLC_up_XLK_up,SPY>0 且 XLC>0 且 XLK>0，买基金第二天,XLK_up,1,up,-0.9891100604845532,-0.9506482605395664,平均回报、命中率,末端反转,False,4,-0.7560904794978222,0.4214298467508147,-0.7560904794978222,0.2727272727272727,0.6148648648648649,0.2727272727272727,22.0,161.0,22.0
SPPIX,GLD_up_XLE_up_XLV_down,GLD>0 且 XLE>0 且 XLV<0，买基金第二天,GLD_up,1,up,-0.8105915352903812,0.9999953871646,平均回报,触发阈值太少,False,3,0.2057299597970636,0.2887944939864213,0.2057299597970636,0.5778301886792453,0.6142857142857143,0.6142857142857143,70.0,424.0,70.0
SPPIX,GLD_up_XLE_up_XLV_down,GLD>0 且 XLE>0 且 XLV<0，买基金第二天,XLE_up,1,up,-0.7770181621757766,-0.5952609046842712,平均回报、命中率,末端反转,False,4,-0.17094653119855,0.2796904612843265,-0.17094653119855,0.5,0.5925925925925926,0.5,46.0,427.0,46.0
SPPSX,GLD_up_XLE_up_XLV_down,GLD>0 且 XLE>0 且 XLV<0，买基金第二天,GLD_up,1,up,-0.7829398897672994,0.9999953871646,平均回报,触发阈值太少,False,3,0.2132568934508318,0.2951951627387832,0.2132568934508318,0.5778301886792453,0.6142857142857143,0.6142857142857143,70.0,424.0,70.0
SPPSX,GLD_up_XLE_up_XLV_down,GLD>0 且 XLE>0 且 XLV<0，买基金第二天,XLE_up,1,up,-0.7812740668084326,-0.5952609046842712,平均回报、命中率,末端反转,False,4,-0.1748041336137667,0.2828160843999774,-0.1748041336137667,0.5,0.5925925925925926,0.5,46.0,427.0,46.0
SVPIX,GDX_up_SPY_down_XLK_down,GDX>0 且 SPY<0 且 XLK<0，买基金第二天,XLK_down,1,down,0.5971644259382524,-0.7818379376440251,命中率,忽上忽下,False,5,0.2953334895008104,0.4553325275343499,0.3562793902236434,0.5,0.5871559633027523,0.5,6.0,441.0,6.0
SVPSX,GDX_up_GLD_up_SPY_down,GDX>0 且 GLD>0 且 SPY<0，买基金第二天,GDX_up,1,up,-0.762476911327657,-0.5369997860218401,平均回报、命中率,末端反转,False,5,0.0216131156414798,0.2238731396563626,0.0216131156414798,0.5416666666666666,0.5726495726495726,0.5416666666666666,96.0,490.0,96.0
SVPSX,GDX_up_SPY_down_XLF_down,GDX>0 且 SPY<0 且 XLF<0，买基金第二天,GDX_up,1,up,-0.9290245216832352,-0.4910168935391704,平均回报,末端反转,False,5,0.1228509785696085,0.3643659357010191,0.1228509785696085,0.5333333333333333,0.582089552238806,0.5333333333333333,60.0,265.0,60.0
SVPSX,GDX_up_SPY_down_XLK_down,GDX>0 且 SPY<0 且 XLK<0，买基金第二天,XLK_down,1,down,0.660428892191813,-0.7627181648637831,命中率,忽上忽下,False,5,0.2761109743056177,0.451497115083536,0.351324112401455,0.5,0.5843373493975904,0.5,6.0,455.0,6.0
TEPIX,GLD_up_XLF_down_XLK_down,GLD>0 且 XLF<0 且 XLK<0，买基金第二天,XLK_down,1,down,0.8593005459746291,-0.8109948776383533,命中率,忽上忽下,False,5,0.4888677116175742,0.9223921114160504,0.907096061662396,0.5581395348837209,0.6346153846153846,0.5581395348837209,43.0,364.0,43.0
TEPIX,TIP_up_XLE_down_XLK_up,TIP>0 且 XLE<0 且 XLK>0，买基金第二天,XLE_down,1,down,-0.6149309654769908,0.8266567198671708,平均回报,末端反转,False,4,-0.7619977593459833,0.6916517343954123,-0.7619977593459833,0.6142857142857143,0.6781609195402298,0.6666666666666666,3.0,455.0,3.0
TEPIX,combo_XLC_down__ext_sect_rotation_down,XLC<0 且 板块轮动<0，买基金第二天,XLC_down,1,down,-0.9504475652995692,-0.9062156795709948,平均回报、命中率,末端反转,False,4,-0.3316361819711002,0.4209303515569141,-0.3316361819711002,0.46,0.5847826086956521,0.46,50.0,460.0,50.0
TEPSX,GLD_up_XLF_down_XLK_down,GLD>0 且 XLF<0 且 XLK<0，买基金第二天,XLK_down,1,down,0.7492993149525033,-0.8676819480985566,命中率,整体反向单调,False,5,0.4623143847379028,0.8985056056725649,0.8985056056725649,0.5348837209302325,0.6340782122905028,0.5348837209302325,43.0,358.0,43.0
TEPSX,TIP_up_XLE_down_XLK_up,TIP>0 且 XLE<0 且 XLK>0，买基金第二天,XLE_down,1,down,-0.6276051257556515,0.8266567198671708,平均回报,末端反转,False,4,-0.7609193828479898,0.6471280660000908,-0.7609193828479898,0.6142857142857143,0.6781609195402298,0.6666666666666666,3.0,455.0,3.0
TEPSX,combo_XLC_down__ext_sect_rotation_down,XLC<0 且 板块轮动<0，买基金第二天,XLC_down,1,down,-0.9287693677788462,-0.9105060727173454,平均回报、命中率,末端反转,False,4,-0.3373200190626139,0.396031701631063,-0.3373200190626139,0.44,0.5739130434782609,0.44,50.0,460.0,50.0
UAPIX,EEM_down_XLE_down_XLF_down,EEM<0 且 XLE<0 且 XLF<0，买基金第二天,EEM_down,1,down,-0.7170114914666407,-0.6065287119322418,平均回报、命中率,末端反转,False,5,0.2021442871336635,0.418964321516831,0.2021442871336635,0.5264367816091954,0.5529411764705883,0.5450819672131147,244.0,1190.0,244.0
UAPIX,EEM_down_XLE_down_XLF_down,EEM<0 且 XLE<0 且 XLF<0，买基金第二天,XLF_down,1,down,0.2045315020485859,-0.6956941860303291,命中率,末端反转,False,5,0.3782247366913873,0.5173481749682347,0.3880328492400302,0.5536028119507909,0.5611672278338945,0.5540540540540541,222.0,1203.0,222.0
UAPIX,combo_XLK_down__ext_stk_bon_corr_down,XLK<0 且 股债相关<0，买基金第二天,XLK_down,1,down,0.2631814805142901,-0.726151621837357,命中率,末端反转,False,5,0.2628119782144249,0.4349825816308682,0.3386919118601759,0.5151515151515151,0.5570032573289903,0.5151515151515151,132.0,1308.0,132.0
UAPSX,EEM_down_XLE_down_XLF_down,EEM<0 且 XLE<0 且 XLF<0，买基金第二天,EEM_down,1,down,-0.7204589602527185,-0.6025561267032289,平均回报、命中率,末端反转,False,5,0.1994865613005121,0.4243214532724332,0.1994865613005121,0.5241379310344828,0.5533165407220823,0.5450819672131147,244.0,1191.0,244.0
UAPSX,EEM_down_XLE_down_XLF_down,EEM<0 且 XLE<0 且 XLF<0，买基金第二天,XLE_down,1,down,-0.347056623902179,-0.5950758758951981,命中率,末端反转,False,5,0.3123480060729214,0.3961234739245979,0.3123480060729214,0.5341880341880342,0.5531197301854974,0.5374149659863946,294.0,1186.0,294.0
UAPSX,EEM_down_XLE_down_XLF_down,EEM<0 且 XLE<0 且 XLF<0，买基金第二天,XLF_down,1,down,0.1746662645586107,-0.8743925183629976,命中率,末端反转,False,5,0.3754238200126138,0.5126697259881928,0.3809860083898999,0.5495495495495496,0.5600448933782267,0.5495495495495496,222.0,1203.0,222.0
UAPSX,FXY_up_TIP_up_XLU_up,FXY>0 且 TIP>0 且 XLU>0，买基金第二天,FXY_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.5359654756326865,0.3223776899577484,-0.5359654756326865,0.4468085106382978,0.5612009237875288,0.4468085106382978,47.0,433.0,47.0
UAPSX,FXY_up_TIP_up_XLU_up,FXY>0 且 TIP>0 且 XLU>0，买基金第二天,TIP_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.039034424695973,0.3124777389675283,-0.039034424695973,0.4285714285714285,0.5680345572354212,0.4285714285714285,7.0,463.0,7.0
UBPIX,combo_GDX_up__ext_sect_rotation_le-0_5,GDX>0 且 板块轮动<=-0.5%，买基金后2日平均回报,GDX_up,2,up,0.9754846143156216,-0.621858904496314,命中率,整体反向单调,True,5,0.3480722278151165,0.469282409431636,0.469282409431636,0.5378151260504201,0.5586592178770949,0.5378151260504201,119.0,418.0,119.0
UBPIX,combo_QQQ_big_down__ext_vix_chg_up,QQQ<=-1% 且 VIX>0，买基金第二天,QQQ_big_down,1,down,-0.726228238316526,-0.5933859296494033,平均回报、命中率,末端反转,False,7,-1.86407766990291,0.4370715593347077,-1.86407766990291,0.0,0.5756756756756757,0.0,1.0,1219.0,1.0
UBPIX,combo_QQQ_big_down__ext_vix_chg_up,QQQ<=-1% 且 VIX>0，买基金第二天,ext_vix_chg_up,1,up,-0.9520340252203644,-0.6059050965716279,平均回报、命中率,末端反转,False,5,0.2956945661652873,0.4336490712458595,0.30101990329242,0.5622710622710623,0.5685279187817259,0.5663551401869159,535.0,591.0,535.0
UBPSX,combo_GDX_up__ext_sect_rotation_le-0_5,GDX>0 且 板块轮动<=-0.5%，买基金后2日平均回报,GDX_up,2,up,0.9778231012847592,-0.7202180709128009,命中率,整体反向单调,True,5,0.3435089489784563,0.4705442465060284,0.4705442465060284,0.5378151260504201,0.554140127388535,0.5378151260504201,119.0,418.0,119.0
UBPSX,combo_QQQ_big_down__ext_vix_chg_up,QQQ<=-1% 且 VIX>0，买基金第二天,QQQ_big_down,1,down,-0.7172440873816625,-0.5966058503369444,平均回报、命中率,末端反转,False,7,-1.84275184275185,0.4317610963477274,-1.84275184275185,0.0,0.5702702702702702,0.0,1.0,1305.0,1.0
UBPSX,combo_QQQ_big_down__ext_vix_chg_up,QQQ<=-1% 且 VIX>0，买基金第二天,ext_vix_chg_up,1,up,-0.9519206623110787,-0.6365630205613745,平均回报、命中率,末端反转,False,5,0.2905216573204499,0.4284088200599524,0.2960369450569045,0.5586080586080586,0.5651438240270727,0.5626168224299065,535.0,591.0,535.0
UCPSX,GDX_down_XLC_up_XLF_up,GDX<0 且 XLC>0 且 XLF>0，买基金第二天,GDX_down,1,down,-0.5748191882281491,-0.7237154401741288,平均回报、命中率,忽上忽下,False,4,-0.5969530958806519,1.732855416935697,-0.504045042781,0.0,1.0,0.0,2.0,132.0,2.0
UCPSX,GDX_down_XLC_up_XLF_up,GDX<0 且 XLC>0 且 XLF>0，买基金第二天,XLF_up,1,up,-0.9856533863132014,-0.9732397546986112,平均回报、命中率,触发阈值太少,False,3,0.0153633121037011,0.3933664457593147,0.0153633121037011,0.5277777777777778,0.559322033898305,0.5277777777777778,36.0,118.0,36.0
UDPIX,SPY_up_TIP_up_XLE_down,SPY>0 且 TIP>0 且 XLE<0，买基金第二天,XLE_down,1,down,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.1961093254276653,0.3061866385484292,0.1961093254276653,0.5555555555555556,0.567398119122257,0.5555555555555556,117.0,319.0,117.0
UDPIX,combo_XLV_big_down__self_down,XLV<=-1% 且 该基金当日回报<0，买基金第二天,self_down,1,down,0.8855369630040967,-0.9477353358983476,命中率,忽上忽下,False,5,0.4303672642568431,0.5803122547074383,0.5803122547074383,0.5489614243323442,0.5565693430656934,0.5489614243323442,337.0,548.0,337.0
UDPSX,FXY_up_GDX_up_TIP_up,FXY>0 且 GDX>0 且 TIP>0，买基金第二天,FXY_up,1,up,-0.4698493115265229,-0.9525098717448008,命中率,触发阈值太少,False,3,0.149276118244042,0.3425493504611537,0.2516860524180111,0.5555555555555556,0.6127659574468085,0.5555555555555556,18.0,470.0,18.0
UDPSX,FXY_up_GDX_up_TIP_up,FXY>0 且 GDX>0 且 TIP>0，买基金第二天,TIP_up,1,up,-1.0,-0.9999999999999998,平均回报、命中率,触发阈值太少,False,2,-0.0459219595405099,0.3351586366396935,-0.0459219595405099,0.5,0.6050420168067226,0.5,46.0,476.0,46.0
UDPSX,combo_QQQ_big_down__ext_vix_5dchg_up,QQQ<=-1% 且 VIX5d>0，买基金第二天,QQQ_big_down,1,down,-0.8276294850502647,-0.6785356184986143,平均回报、命中率,末端反转,False,6,-0.2743822032898993,0.2049533141725113,-0.2743822032898993,0.5294117647058824,0.5725338491295938,0.5294117647058824,68.0,1335.0,68.0
UDPSX,combo_QQQ_big_down__ext_vix_5dchg_up,QQQ<=-1% 且 VIX5d>0，买基金第二天,ext_vix_5dchg_up,1,up,-0.9125515507911968,-0.7655617866615836,平均回报、命中率,末端反转,False,5,0.1443819878508956,0.2089624044468645,0.1550820176666477,0.5696465696465697,0.5739299610894941,0.5705263157894737,475.0,518.0,475.0
UDPSX,combo_XLV_big_down__self_down,XLV<=-1% 且 该基金当日回报<0，买基金第二天,self_down,1,down,0.8504352616968918,-0.8862629665433899,命中率,忽上忽下,False,5,0.4213186863087117,0.5150810649659389,0.5150810649659389,0.5476190476190477,0.554945054945055,0.5476190476190477,336.0,546.0,336.0
UEPIX,GDX_up_SPY_down,GDX>0 且 SPY<0，买基金第二天,GDX_up,1,up,-0.8130213314141159,-0.8761522405108167,平均回报、命中率,末端反转,False,4,-0.2016324250105799,0.3956082028865632,-0.2016324250105799,0.3636363636363636,0.5777777777777777,0.3636363636363636,11.0,135.0,11.0
UEPSX,GDX_up_SPY_down,GDX>0 且 SPY<0，买基金第二天,GDX_up,1,up,-0.5877546705816077,-0.7641283310144931,平均回报、命中率,忽上忽下,False,4,0.123978564272504,0.3733539635407077,0.1947243415191889,0.4875,0.5864197530864198,0.52,47.0,162.0,75.0
UFPIX,LQD_down_SLV_down_XLF_down,LQD<0 且 SLV<0 且 XLF<0，买基金后3日平均回报,LQD_down,3,down,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.0030009266077064,0.2268774911970305,-0.0030009266077064,0.4838709677419355,0.5565610859728507,0.4838709677419355,62.0,442.0,62.0
UFPIX,LQD_down_SLV_down_XLF_down,LQD<0 且 SLV<0 且 XLF<0，买基金后3日平均回报,XLF_down,3,down,-0.0533992626465219,-0.914025378791466,命中率,末端反转,False,5,0.0790301953012819,0.5168323732040481,0.0790301953012819,0.4893617021276595,0.5582329317269076,0.5,2.0,457.0,2.0
UFPSX,LQD_down_SLV_down_XLF_down,LQD<0 且 SLV<0 且 XLF<0，买基金后3日平均回报,LQD_down,3,down,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.0068164189311929,0.2225672933365219,-0.0068164189311929,0.5,0.5610859728506787,0.5,62.0,442.0,62.0
UFPSX,LQD_down_SLV_down_XLF_down,LQD<0 且 SLV<0 且 XLF<0，买基金后3日平均回报,XLF_down,3,down,-0.0609091304519875,-0.8877717270495856,命中率,末端反转,False,5,0.0682496775822718,0.5151274738774029,0.0682496775822718,0.4893617021276595,0.5662650602409639,0.5,2.0,457.0,2.0
UGPIX,FXY_up_GDX_up_QQQ_down,FXY>0 且 GDX>0 且 QQQ<0，买基金第二天,FXY_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.3490646834183162,0.6607240379152564,0.3490646834183162,0.5353535353535354,0.5501022494887525,0.5353535353535354,99.0,489.0,99.0
UGPIX,combo_FXY_up__ext_sect_rotation_down,FXY>0 且 板块轮动<0，买基金后2日平均回报,ext_sect_rotation_down,2,down,-0.7021484566803007,-0.5849754990311977,平均回报、命中率,末端反转,False,4,-0.3228164328051052,0.4337388622536306,-0.3228164328051052,0.5620437956204379,0.5816733067729084,0.5652173913043478,23.0,843.0,23.0
UGPSX,IWM_down_UUP_down_XLK_down,IWM<0 且 UUP<0 且 XLK<0，买基金第二天,UUP_down,1,down,-1.0,-0.9999999999999998,平均回报、命中率,触发阈值太少,False,2,-0.2355113316361502,0.7622559750260313,-0.2355113316361502,0.3333333333333333,0.5625,0.3333333333333333,6.0,304.0,6.0
UHPIX,HYG_up_SLV_up_XLC_up,HYG>0 且 SLV>0 且 XLC>0，买基金第二天,XLC_up,1,up,-0.8126683321604927,-0.9734886181338416,平均回报、命中率,忽上忽下,False,4,-0.1682632432236724,0.4084267421151715,0.0131388994344753,0.3076923076923077,0.5689655172413793,0.3076923076923077,13.0,290.0,13.0
UHPSX,FXY_down_IWM_up_XLE_down,FXY<0 且 IWM>0 且 XLE<0，买基金后2日平均回报,XLE_down,2,down,-0.8633189190655648,-0.8524733372975692,平均回报、命中率,触发阈值太少,False,3,-1.0274019726055883,0.5604649599021319,-1.0274019726055883,0.3333333333333333,0.584070796460177,0.3333333333333333,3.0,281.0,3.0
UHPSX,FXY_down_JNK_down_UUP_up,FXY<0 且 JNK<0 且 UUP>0，买基金后2日平均回报,UUP_up,2,up,-1.0,1.0,平均回报,触发阈值太少,False,2,0.272585075169109,0.3315440237481303,0.272585075169109,0.5485996705107083,0.5577889447236181,0.5577889447236181,199.0,607.0,199.0
UHPSX,combo_XLC_down__ext_sect_rotation_up,XLC<0 且 板块轮动>0，买基金后3日平均回报,ext_sect_rotation_up,3,up,-0.8754107806151398,-0.7982280095073845,平均回报、命中率,触发阈值太少,False,3,0.0830176153703769,0.4419623726770951,0.0830176153703769,0.48,0.6131386861313869,0.48,25.0,262.0,25.0
UIPSX,FXY_down_GLD_up_XLC_up,FXY<0 且 GLD>0 且 XLC>0，买基金后2日平均回报,XLC_up,2,up,-1.0,1.0,平均回报,触发阈值太少,False,2,0.0748685565400372,0.1952924933614381,0.0748685565400372,0.5403726708074534,0.6037735849056604,0.6037735849056604,53.0,161.0,53.0
UJPIX,EEM_down_SPY_down_XLV_down,EEM<0 且 SPY<0 且 XLV<0，买基金第二天,EEM_down,1,down,-0.7247417625141799,-0.97212472984307,平均回报、命中率,末端反转,False,5,-0.2560589565750419,0.3613201157256521,-0.2560589565750419,0.4838709677419355,0.5575342465753425,0.4838709677419355,31.0,1460.0,31.0
UJPIX,EEM_down_SPY_down_XLV_down,EEM<0 且 SPY<0 且 XLV<0，买基金第二天,XLV_down,1,down,-0.5568507955522539,0.4348813499486818,平均回报,忽上忽下,False,5,-0.0262362356644813,0.5452152073809104,0.1992482373118363,0.5185185185185185,0.625,0.625,16.0,1457.0,16.0
UJPSX,EEM_down_SPY_down_XLV_down,EEM<0 且 SPY<0 且 XLV<0，买基金第二天,EEM_down,1,down,-0.694601502406491,-0.9562768520959776,平均回报、命中率,末端反转,False,5,-0.2567536756496805,0.3565132598429643,-0.2567536756496805,0.4838709677419355,0.5575342465753425,0.4838709677419355,31.0,1460.0,31.0
UJPSX,QQQ_down_XLK_down,QQQ<0 且 XLK<0，买基金后2日平均回报,XLK_down,2,down,-0.3266084992861139,-0.8629648614490915,命中率,末端反转,False,4,0.0,0.5431160228081112,0.0,0.0,0.5880758807588076,0.0,6.0,738.0,6.0
UKPIX,LQD_down_TIP_down_XLC_down,LQD<0 且 TIP<0 且 XLC<0，买基金后2日平均回报,XLC_down,2,down,-0.9306374900832296,-0.9481911027734654,平均回报、命中率,触发阈值太少,False,3,-0.2313090249668316,0.0369773889322908,-0.2313090249668316,0.4166666666666667,0.5037878787878788,0.4166666666666667,60.0,264.0,60.0
UKPIX,combo_XLC_down__ext_credit_spread_up,XLC<0 且 信用利差>0，买基金后2日平均回报,XLC_down,2,down,-0.699204726317138,-0.8561845302150772,平均回报、命中率,触发阈值太少,False,3,-0.2268989175798122,0.1905556479290624,-0.2268989175798122,0.3846153846153846,0.5176470588235295,0.3846153846153846,26.0,272.0,26.0
UKPIX,combo_XLC_down__ext_credit_spread_up,XLC<0 且 信用利差>0，买基金后2日平均回报,ext_credit_spread_up,2,up,-1.0,-0.9999999999999998,平均回报、命中率,触发阈值太少,False,2,-0.1647109411974837,0.3028523411075116,-0.1647109411974837,0.4941176470588235,0.5522388059701493,0.4941176470588235,85.0,134.0,85.0
UKPSX,QQQ_up_SPY_up_TIP_down,QQQ>0 且 SPY>0 且 TIP<0，买基金后2日平均回报,QQQ_up,2,up,-0.6692886380367274,-0.8726025182386138,平均回报、命中率,触发阈值太少,False,3,-0.021630343983877,0.365681870188547,0.1006550084644744,0.4602510460251046,0.6538461538461539,0.4602510460251046,78.0,239.0,239.0
UKPSX,QQQ_up_SPY_up_TIP_down,QQQ>0 且 SPY>0 且 TIP<0，买基金后2日平均回报,SPY_up,2,up,-0.7031591408993401,0.0142175242335893,平均回报,末端反转,False,4,-0.3784684320891248,0.3811818785210205,-0.3784684320891248,0.4592274678111588,0.5828571428571429,0.5714285714285714,7.0,466.0,7.0
UKPSX,QQQ_up_SPY_up_TIP_down,QQQ>0 且 SPY>0 且 TIP<0，买基金后2日平均回报,TIP_down,2,down,-0.9999999999999998,1.0,平均回报,触发阈值太少,False,2,0.0494238174898493,0.1001342077087746,0.0494238174898493,0.5,0.5625,0.5625,20.0,32.0,32.0
ULPIX,FXY_up_GDX_up,FXY>0 且 GDX>0，买基金第二天,GDX_up,1,up,-0.8107304775776617,-0.2443325615210796,平均回报,末端反转,False,5,0.0914570377900461,0.3156600095633293,0.0914570377900461,0.5297029702970297,0.6116504854368932,0.5297029702970297,202.0,583.0,202.0
ULPIX,combo_QQQ_big_down__ext_vix_5dchg_up,QQQ<=-1% 且 VIX5d>0，买基金第二天,QQQ_big_down,1,down,-0.6172101168331413,-0.4055458946889925,平均回报,末端反转,False,6,-0.0206826054947039,0.2695977197923044,-0.0206826054947039,0.5333333333333333,0.5615141955835962,0.5362318840579711,69.0,1065.0,69.0
ULPIX,combo_QQQ_big_down__ext_vix_5dchg_up,QQQ<=-1% 且 VIX5d>0，买基金第二天,ext_vix_5dchg_up,1,up,-0.9142537150211196,-0.957878103997222,平均回报、命中率,末端反转,False,5,0.1719787928561044,0.260861242323226,0.1876741798761902,0.5473684210526316,0.5603112840466926,0.5473684210526316,475.0,518.0,475.0
ULPSX,FXY_up_GDX_up,FXY>0 且 GDX>0，买基金第二天,GDX_up,1,up,-0.6906717339207123,-0.1561098515830226,平均回报,末端反转,False,5,0.1146747163313519,0.3032306429940094,0.1146747163313519,0.5371428571428571,0.6146179401993356,0.5371428571428571,175.0,554.0,175.0
ULPSX,FXY_up_XLK_down_XLU_up,FXY>0 且 XLK<0 且 XLU>0，买基金第二天,FXY_up,1,up,-1.0,-0.9999999999999998,平均回报、命中率,触发阈值太少,False,2,0.2478123411333788,0.3130392197792183,0.2478123411333788,0.559322033898305,0.6108374384236454,0.559322033898305,59.0,406.0,59.0
ULPSX,combo_XLF_big_down__self_down,XLF<=-1% 且 该基金当日回报<0，买基金第二天,self_down,1,down,0.5940658742301501,-0.6350670137962714,命中率,忽上忽下,False,5,0.2904430887959915,0.4585704232173906,0.4452648515182775,0.5637450199203188,0.586340206185567,0.5637450199203188,502.0,776.0,502.0
UMPIX,combo_XLE_down__ext_vix_5dchg_ge10,XLE<0 且 VIX5d>=10.0%，买基金第二天,XLE_down,1,down,-0.8678816719167742,-0.7516441937677099,平均回报、命中率,末端反转,False,5,-0.5672993742797036,0.3701694055182237,-0.5672993742797036,0.4711538461538461,0.5787671232876712,0.4711538461538461,104.0,584.0,104.0
UMPSX,combo_XLE_down__ext_vix_5dchg_ge10,XLE<0 且 VIX5d>=10.0%，买基金第二天,XLE_down,1,down,-0.8683395256609391,-0.7516441937677099,平均回报、命中率,末端反转,False,5,-0.5720797290517823,0.3661089652555777,-0.5720797290517823,0.4711538461538461,0.5787671232876712,0.4711538461538461,104.0,584.0,104.0
UNPIX,combo_SLV_up__ext_vix_5dchg_ge10,SLV>0 且 VIX5d>=10.0%，买基金后2日平均回报,ext_vix_5dchg_ge10,2,up,-0.0810193600960168,-0.5566455645364806,命中率,忽上忽下,False,9,0.2363393293301867,0.2902116026398751,0.2902116026398751,0.587431693989071,0.6111111111111112,0.6061538461538462,325.0,508.0,325.0
UNPIX,combo_XLE_down__self_down,XLE<0 且 该基金当日回报<0，买基金第二天,XLE_down,1,down,0.1944361648872833,-0.7819386776428523,命中率,忽上忽下,False,5,0.2191322444673885,0.3042330409640567,0.2726594843693791,0.5218508997429306,0.5502298095863427,0.5234657039711191,277.0,1523.0,277.0
UNPSX,FXY_down_GLD_down_XLF_up,FXY<0 且 GLD<0 且 XLF>0，买基金后2日平均回报,GLD_down,2,down,0.1848893856114673,-0.6314100610361391,命中率,忽上忽下,False,4,0.1501158001177865,0.4302322993924291,0.4302322993924291,0.564935064935065,0.6194690265486725,0.5952380952380952,42.0,226.0,42.0
UNPSX,FXY_down_GLD_down_XLF_up,FXY<0 且 GLD<0 且 XLF>0，买基金后2日平均回报,XLF_up,2,up,-0.8077021254140331,-0.9112135821958742,平均回报、命中率,末端反转,False,5,-0.4499169861768796,0.3839202406688717,-0.4499169861768796,0.5514018691588785,0.5961538461538461,0.5526315789473685,38.0,312.0,38.0
UOPIX,GLD_up_QQQ_down_XLF_down,GLD>0 且 QQQ<0 且 XLF<0，买基金第二天,QQQ_down,1,down,0.9307449961153654,-0.709181270543459,命中率,整体反向单调,True,5,0.4696846994779629,1.1369970458711538,1.1369970458711538,0.5641025641025641,0.6023890784982935,0.5641025641025641,39.0,586.0,39.0
UOPIX,combo_TIP_up__ext_vix_5dchg_down,TIP>0 且 VIX5d<0，买基金第二天,TIP_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.1957437890227088,0.35790912455903,0.1957437890227088,0.5428571428571428,0.5798319327731093,0.5428571428571428,70.0,714.0,70.0
UOPIX,combo_ext_vix_chg_up__self_big_down,VIX>0 且 该基金当日回报<=-2%，买基金第二天,ext_vix_chg_up,1,up,-0.7522970663191547,-0.6557340548577836,平均回报、命中率,末端反转,False,5,0.5237818286139521,0.6319884900080425,0.5237818286139521,0.5617597292724196,0.5658093797276853,0.5617597292724196,591.0,671.0,591.0
UOPSX,FXY_up_TLT_up_XLU_up,FXY>0 且 TLT>0 且 XLU>0，买基金第二天,FXY_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.1044878826521512,0.3393632610265333,0.1044878826521512,0.5919540229885057,0.614065180102916,0.5919540229885057,174.0,583.0,174.0
UOPSX,FXY_up_TLT_up_XLU_up,FXY>0 且 TLT>0 且 XLU>0，买基金第二天,TLT_up,1,up,-0.9774026816797384,-0.989542109626686,平均回报、命中率,触发阈值太少,False,3,0.0297425785898195,0.356319182845574,0.0297425785898195,0.5625,0.6149732620320856,0.5625,96.0,561.0,96.0
