ticker,strategy_no,condition,scan_token,horizon,scan_kind,delivered_threshold,threshold,full_avg,full_trades,full_hit,full_std,test_avg,test_trades,test_hit,test_std
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,XLC_down,1,threshold,0.0,1.5,0.2730458575647195,50,0.64,2.832492553738554,1.0637065612730219,16,0.875,4.097184043743341
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,XLC_down,1,threshold,0.0,2.0,,0,,,,0,,
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,1,threshold,0.0,0.5,0.27478295587948487,247,0.5789473684210527,2.586904433016883,0.6078870603124569,61,0.6721311475409836,2.954463995926542
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,1,threshold,0.0,1.0,0.5894850412269456,136,0.6691176470588235,2.811554701626204,0.9090438022344062,45,0.7333333333333333,3.187414367108711
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,1,threshold,0.0,1.5,0.5209597901250032,47,0.6595744680851063,3.1987319601073056,0.48091399370593124,27,0.6296296296296297,3.914855389493714
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,1,threshold,0.0,2.0,,0,,,,0,,
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,0.5,0.17961319370418052,445,0.5617977528089888,3.215938252668553,0.286713083195807,34,0.6470588235294118,3.467736769839496
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,1.0,0.1215336137362016,307,0.5732899022801303,3.410262822419711,0.5624079940557258,26,0.6923076923076923,3.817419218062554
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,1.5,-0.021307024050726087,194,0.5412371134020618,3.7462088082894716,0.61487530080345,16,0.6875,4.7707783758339195
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,2.0,-0.5056166346911221,88,0.4659090909090909,3.637894483941624,0.3366177600095758,9,0.6666666666666666,6.449502525568737
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.0,0.22720707113644353,693,0.5353535353535354,3.6201181624831853,0.28451257972287436,47,0.6170212765957447,3.111502781947379
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.5,0.2674061217171799,667,0.5412293853073463,3.588293284240047,0.3035891711884398,46,0.6304347826086957,3.143104950076404
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.0,0.2904558430041848,643,0.5427682737169518,3.6213640881925704,0.37267379891310526,44,0.6363636363636364,3.1827133351381773
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.5,0.31304582531274316,620,0.5483870967741935,3.6269685366957183,0.2870505046317788,43,0.627906976744186,3.1686885076630547
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.0,0.3717389000691371,588,0.5561224489795918,3.603334739734796,0.2870505046317788,43,0.627906976744186,3.1686885076630547
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.5,0.32111412749116847,565,0.5575221238938053,3.4128621759977618,0.2870505046317788,43,0.627906976744186,3.1686885076630547
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.0,0.24388178829133172,543,0.5506445672191529,3.2630797744246283,0.27592074991257,42,0.6190476190476191,3.2062474694144543
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.5,0.25719756025360374,525,0.5504761904761905,3.119283205771481,0.2464631092349449,41,0.6097560975609756,3.240318912826403
ENPSX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,12.0,0.22302117859718287,496,0.5423387096774194,3.0865051952356475,0.22914354825039246,40,0.6,3.27967603183058
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,XLC_down,2,threshold,0.0,0.5,0.2551927828667624,265,0.5924528301886792,1.9813781179556198,0.4278554269477428,58,0.6724137931034483,1.6046033033811216
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,XLC_down,2,threshold,0.0,1.0,0.1979858722239915,136,0.5808823529411765,2.1235760722521935,0.29271587698393897,28,0.6071428571428571,1.821672182599757
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,XLC_down,2,threshold,0.0,1.5,0.263909806414577,50,0.58,1.8030705079921654,0.22737206324235304,16,0.625,2.328624567250317
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,XLC_down,2,threshold,0.0,2.0,,0,,,,0,,
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,0.5,0.25274815819813784,263,0.5741444866920152,1.8284501720827941,0.16349633227980373,61,0.5737704918032787,1.7004398727104806
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,1.0,0.3574918511299087,136,0.5955882352941176,1.826034977135275,0.30706191033776775,45,0.6222222222222222,1.7648013079420897
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,1.5,0.06262992356985933,47,0.574468085106383,1.67750095385798,-0.12103272742225465,27,0.5185185185185185,1.988322361934388
ENPSX,2,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,2.0,,0,,,,0,,
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,0.5,0.2534240639848671,384,0.59375,1.6460084559647747,0.4809193487036802,27,0.6296296296296297,2.0656899365934946
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,1.0,0.2130518764371364,188,0.5957446808510638,1.838599638539225,0.49425274981372747,16,0.5625,1.6680130298406755
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,1.5,,0,,,,0,,
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,2.0,,0,,,,0,,
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,8.0,0.27098861458413026,708,0.5918079096045198,2.2241259360287384,0.23025253836736034,61,0.5901639344262295,1.5492981299098887
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,8.5,0.3028002615385049,675,0.6029629629629629,2.241023130330237,0.2383301206749924,59,0.5932203389830508,1.5749078719593943
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,9.0,0.3043544294975276,648,0.6033950617283951,2.270198992272032,0.22892134395592778,55,0.5818181818181818,1.6175027610182664
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,9.5,0.31798586980365234,622,0.6045016077170418,2.2956907458204503,0.27195602014590314,53,0.6037735849056604,1.6299912120229567
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,10.0,0.31771864240070835,594,0.6026936026936027,2.071077102827658,0.29188631331474946,51,0.6078431372549019,1.656317870668421
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,10.5,0.2720634158212367,569,0.5975395430579965,1.974222524045735,0.2839984373015075,49,0.6122448979591837,1.6817021609684981
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,11.0,0.2668910425211834,551,0.6025408348457351,1.9384169614242492,0.3011698308200222,48,0.625,1.6951517882533367
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,11.5,0.26687453915373754,537,0.6033519553072626,1.9398797259059797,0.31739842226785764,47,0.6382978723404256,1.7097050606714104
FNPIX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,12.0,0.28329940456774244,504,0.6091269841269841,1.691908465529049,0.34810494181916457,43,0.6511627906976745,1.777231844362639
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,0.5,0.3488439430995711,216,0.5740740740740741,2.3186978341014104,0.22966421772964007,94,0.5957446808510638,1.3888122778979572
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,1.0,0.2268569914565416,364,0.6016483516483516,2.458268095566501,0.2354222771969549,81,0.5925925925925926,1.4482707123073852
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,1.5,0.25910494523936023,299,0.5652173913043478,2.2915635546322637,0.239201393418942,64,0.59375,1.527485935837263
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,2.0,0.18781387722611265,244,0.5532786885245902,1.8000658802125302,0.3208369590008416,49,0.6326530612244898,1.5282708966864698
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,0.5,0.16518435332819484,386,0.5777202072538861,2.0350971543857397,0.20416038927012492,43,0.5581395348837209,1.2781163641125166
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,1.0,0.1024777142770942,52,0.5576923076923077,1.5616436684587673,0.4621619865439488,8,0.625,0.6877842561791679
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,1.5,,0,,,,0,,
FNPIX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,2.0,,0,,,,0,,
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,0.5,0.23500031671643143,376,0.5877659574468085,1.6294365576294574,0.477041217091377,27,0.6296296296296297,2.0673239317748986
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,1.0,0.20062254620633185,186,0.5913978494623656,1.8463229002884298,0.49000490535028707,16,0.5625,1.6712050127789713
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,1.5,0.767045168622,1,1.0,,,0,,
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,XLV_down,2,threshold,0.0,2.0,,0,,,,0,,
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,8.0,0.2650237439266146,708,0.5889830508474576,2.2243428151087246,0.22639136439896676,61,0.5901639344262295,1.5512965356310773
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,8.5,0.2967731753182569,675,0.6,2.241238414659502,0.2346440119212293,59,0.5932203389830508,1.5769405617704781
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,9.0,0.29821702079362533,648,0.6003086419753086,2.270459912046893,0.22528669851817001,55,0.5818181818181818,1.6195417336700935
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,9.5,0.3123205919862842,622,0.6012861736334405,2.2961127201295026,0.2685356775522706,53,0.6037735849056604,1.6318912308813998
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,10.0,0.3119827969514964,594,0.5993265993265994,2.070756248004713,0.28847177623469855,51,0.6078431372549019,1.6582015659310103
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,10.5,0.2666086247556908,569,0.5940246045694201,1.973240019989679,0.2807547511440497,49,0.6122448979591837,1.6836612580035257
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,11.0,0.2614657286104687,551,0.6007259528130672,1.9378688801231418,0.2980369938739272,48,0.625,1.6970803800751912
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,11.5,0.26130839192235766,537,0.6014897579143389,1.9394873951644334,0.314191568628738,47,0.6382978723404256,1.7116931384399552
FNPSX,2,combo_XLV_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,2,threshold,10.0,12.0,0.27801995961276643,504,0.6071428571428571,1.6905908523303688,0.3443765138510285,43,0.6511627906976745,1.7795032342552253
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,0.5,0.2490457775074017,221,0.5701357466063348,2.7234848875194677,0.22645815854475745,94,0.5957446808510638,1.3884580333712155
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,1.0,0.23106700729114704,391,0.5882352941176471,2.441404549400375,0.230978977766135,81,0.5925925925925926,1.4474805589233206
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,1.5,0.2536789433829338,314,0.5636942675159236,2.2544242432437556,0.23443176217825767,64,0.59375,1.5268589819778544
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,GDX_up,1,threshold,0.0,2.0,0.16232426978916709,260,0.55,1.7908049357766818,0.31624919436942855,49,0.6326530612244898,1.5272869369083053
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,0.5,0.16149567539063386,386,0.5751295336787565,2.0362916151309913,0.1996086586486658,43,0.5581395348837209,1.2764976665333911
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,1.0,0.10573512904414654,52,0.5384615384615384,1.5656770061391236,0.4627554863290475,8,0.625,0.6847113967934606
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,1.5,,0,,,,0,,
FNPSX,3,combo_GDX_up__ext_yld_curve_proxy_up,ext_yld_curve_proxy_up,1,threshold,0.0,2.0,,0,,,,0,,
GVPSX,1,combo_TLT_down__self_3down,TLT_down,1,threshold,0.0,0.5,0.2443121800731838,180,0.6111111111111112,1.3402189981079362,0.3573043008469708,12,0.75,0.9689954621590622
GVPSX,1,combo_TLT_down__self_3down,TLT_down,1,threshold,0.0,1.0,0.24055091168586634,22,0.6363636363636364,1.0425256340853937,0.5617770143232421,5,0.8,1.01376882963258
GVPSX,1,combo_TLT_down__self_3down,TLT_down,1,threshold,0.0,1.5,,0,,,,0,,
GVPSX,1,combo_TLT_down__self_3down,TLT_down,1,threshold,0.0,2.0,,0,,,,0,,
GVPSX,1,combo_TLT_down__self_3down,self_3down,1,streak_days,0.0,1.0,-0.029271982770106127,793,0.501891551071879,1.23539460876293,,0,,
GVPSX,1,combo_TLT_down__self_3down,self_3down,1,streak_days,0.0,2.0,0.09654027975405927,1023,0.5425219941348973,1.224623874353467,0.13923378240752635,90,0.5777777777777777,0.8210629815717957
GVPSX,1,combo_TLT_down__self_3down,self_3down,1,streak_days,0.0,3.0,0.20712178632637632,400,0.58,1.2463239554517065,0.25643708257385023,36,0.6388888888888888,0.8410769554924582
GVPSX,1,combo_TLT_down__self_3down,self_3down,1,streak_days,0.0,4.0,0.27847945138085833,89,0.5955056179775281,1.4710415978956952,0.5188398408894009,12,0.8333333333333334,0.8810327304865081
GVPSX,1,combo_TLT_down__self_3down,self_3down,1,streak_days,0.0,5.0,,0,,,,0,,
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,0.5,0.1921414974484838,212,0.5849056603773585,1.3329111851670539,0.4133830380513931,46,0.7391304347826086,0.9859423526639584
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,1.0,0.3912219263187004,142,0.6408450704225352,1.3134030926148497,0.2861177662219066,36,0.6944444444444444,1.000263547507023
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,1.5,0.4231306738235051,86,0.627906976744186,1.3332274927338217,0.23029199426249478,25,0.68,0.8260995475553234
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,2.0,-0.07772516453900863,22,0.5454545454545454,0.7396833327192426,0.2213668005775825,2,1.0,0.05188713082044127
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,2.5,0.38883328249833554,9,0.7777777777777778,1.036789073014586,0.38883328249833554,9,0.7777777777777778,1.036789073014586
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,3.0,,0,,,,0,,
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,0.5,0.3912219263187004,142,0.6408450704225352,1.3134030926148497,0.2861177662219066,36,0.6944444444444444,1.000263547507023
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,1.0,0.5413260019517999,86,0.6511627906976745,1.3526373074516163,0.2036469774067312,24,0.6666666666666666,1.0786261766619136
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,1.5,0.4488427519898075,4,0.75,1.2342789173417923,0.4488427519898075,4,0.75,1.2342789173417923
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,2.0,,0,,,,0,,
HCPIX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,2.5,,0,,,,0,,
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,0.5,0.18819952011763524,212,0.5801886792452831,1.3332539844789029,0.40944141904649806,46,0.7391304347826086,0.9863401400523079
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,1.0,0.38710230302160015,142,0.6338028169014085,1.3132971906098585,0.2820004637401394,36,0.6944444444444444,1.0003649123383438
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,1.5,0.41867787044278865,86,0.6162790697674418,1.3336085653342376,0.22592279628052223,25,0.68,0.8263562134251442
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,2.0,-0.2130946804323783,15,0.4,0.8605621353986084,,0,,
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,2.5,0.38569718597132724,9,0.7777777777777778,1.0341592550675989,0.38569718597132724,9,0.7777777777777778,1.0341592550675989
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,SLV_big_up,2,threshold,1.0,3.0,,0,,,,0,,
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,0.5,0.38710230302160015,142,0.6338028169014085,1.3132971906098585,0.2820004637401394,36,0.6944444444444444,1.0003649123383438
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,1.0,0.5371403864111767,86,0.6395348837209303,1.3526747918697188,0.19951547977361436,24,0.6666666666666666,1.078050751440886
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,1.5,0.4421440017240176,4,0.75,1.2364391602039444,0.4421440017240176,4,0.75,1.2364391602039444
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,2.0,,0,,,,0,,
HCPSX,3,combo_SLV_big_up__ext_sect_rotation_le-0_5,ext_sect_rotation_le-0_5,2,threshold,0.5,2.5,,0,,,,0,,
IDPIX,3,combo_QQQ_up__self_down,QQQ_up,1,threshold,0.0,0.5,-0.309877102458996,5,0.2,1.2753894249325666,-0.309877102458996,5,0.2,1.2753894249325666
IDPIX,3,combo_QQQ_up__self_down,QQQ_up,1,threshold,0.0,1.0,,0,,,,0,,
IDPIX,3,combo_QQQ_up__self_down,QQQ_up,1,threshold,0.0,1.5,,0,,,,0,,
IDPIX,3,combo_QQQ_up__self_down,QQQ_up,1,threshold,0.0,2.0,,0,,,,0,,
IDPIX,3,combo_QQQ_up__self_down,self_down,1,threshold,0.0,0.5,0.3300556699515454,182,0.5879120879120879,2.2834172132950163,0.46643408348307464,41,0.6829268292682927,1.3957563229273038
IDPIX,3,combo_QQQ_up__self_down,self_down,1,threshold,0.0,1.0,0.34753923527031794,15,0.6666666666666666,1.1011278174533363,0.5060515510782821,13,0.7692307692307693,1.093100850860512
IDPIX,3,combo_QQQ_up__self_down,self_down,1,threshold,0.0,1.5,,0,,,,0,,
IDPIX,3,combo_QQQ_up__self_down,self_down,1,threshold,0.0,2.0,,0,,,,0,,
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,SPY_down,1,threshold,0.0,0.5,0.4726087704644745,129,0.5968992248062015,3.271791207909905,0.8529728322492968,28,0.7142857142857143,3.4697930972820097
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,SPY_down,1,threshold,0.0,1.0,0.6523040536519922,36,0.6111111111111112,3.254932835392683,1.1835574782603349,19,0.7894736842105263,4.121192878004944
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,SPY_down,1,threshold,0.0,1.5,,0,,,,0,,
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,SPY_down,1,threshold,0.0,2.0,,0,,,,0,,
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,0.5,0.17486367947925935,492,0.5813008130081301,2.337275285795145,0.4335784819781886,60,0.6166666666666667,2.664414303035393
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,1.0,0.24824343609115387,267,0.5880149812734082,2.763274166166096,0.605568003789801,43,0.627906976744186,3.044344930070107
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,1.5,0.3818335714804544,84,0.5833333333333334,3.271544156825068,0.4351487110511225,24,0.7083333333333334,1.7975442711804912
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,2.0,0.3998979282683533,21,0.6666666666666666,1.7871338526798173,0.5608334696979144,16,0.75,1.913962657516846
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,2.5,,0,,,,0,,
IDPSX,3,combo_SPY_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,3.0,,0,,,,0,,
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,XLK_big_up,1,threshold,1.0,0.5,0.23399496275619894,560,0.5642857142857143,2.223092555319167,0.579085391073362,102,0.6176470588235294,1.6713125504185846
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,XLK_big_up,1,threshold,1.0,1.0,0.30046975131572967,405,0.582716049382716,2.30840391118494,0.9760608751502382,65,0.7076923076923077,1.5954059118883446
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,XLK_big_up,1,threshold,1.0,1.5,0.2599244344893453,57,0.5964912280701754,2.2924954122214056,1.1960648730986034,37,0.7837837837837838,1.735090292191797
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,XLK_big_up,1,threshold,1.0,2.0,0.8640442028826466,28,0.6785714285714286,2.1723858419844957,1.2987633216927474,24,0.7916666666666666,1.9795358977486135
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,XLK_big_up,1,threshold,1.0,2.5,1.0522984950570307,18,0.7222222222222222,2.0651206655915932,1.3434421752258183,12,0.75,2.2691236511555064
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,XLK_big_up,1,threshold,1.0,3.0,,0,,,,0,,
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,ext_vix_5dchg_down,1,threshold,0.0,0.5,0.2895225588143763,410,0.5829268292682926,2.330676031502036,0.9905431316704758,64,0.703125,1.6037059302720376
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,ext_vix_5dchg_down,1,threshold,0.0,1.0,0.31476202704568035,374,0.5855614973262032,2.3340421590938507,0.9754421336775957,63,0.6984126984126984,1.6119939712813263
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,ext_vix_5dchg_down,1,threshold,0.0,1.5,0.28639896909400037,358,0.5754189944134078,2.3468332132276877,0.9418642126842274,61,0.7049180327868853,1.58055083132396
INPIX,2,combo_XLK_big_up__ext_vix_5dchg_down,ext_vix_5dchg_down,1,threshold,0.0,2.0,0.3124930245301137,321,0.5856697819314641,2.340311713011484,0.9418642126842274,61,0.7049180327868853,1.58055083132396
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,IWM_down,1,threshold,0.0,0.5,1.1018792411857434,105,0.6761904761904762,3.506970614107154,1.2806022899264184,31,0.6774193548387096,3.7336057809576504
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,IWM_down,1,threshold,0.0,1.0,0.7247225937217527,50,0.66,3.4686555151679936,1.6798805200531164,20,0.75,4.35789641359628
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,IWM_down,1,threshold,0.0,1.5,0.9471506171511352,28,0.6428571428571429,4.040680151057866,1.6530670069613949,16,0.75,4.820540111607162
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,IWM_down,1,threshold,0.0,2.0,,0,,,,0,,
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,0.5,0.14184691631108126,518,0.5791505791505791,2.7293375836012155,0.493303446949505,61,0.5573770491803278,3.239115743595301
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,1.0,0.6186312317989489,207,0.6135265700483091,2.907960269203347,0.6873573602618122,47,0.574468085106383,3.52409131963079
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,1.5,0.6714458695616022,81,0.6049382716049383,3.2495271107194643,0.596833955573852,28,0.6071428571428571,2.079796771382093
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,2.0,0.7887003973632347,25,0.56,1.8623926885354776,0.9305167428817344,16,0.5625,1.7214564751235448
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,2.5,,0,,,,0,,
INPSX,1,combo_IWM_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,3.0,,0,,,,0,,
LGPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,XLV_down,1,threshold,0.0,0.5,0.626530481319424,145,0.6896551724137931,2.0115671002723925,0.8222565658515679,31,0.6774193548387096,2.7125509779350208
